"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","category","neglog10p","neglog10p_plot"
8.08555953448622e-12,-0.919118032623152,0.489,0.653,2.71173495667599e-07,"H2AFY","FDR<0.05",11.0922899208001,11.0922899208001
8.6764055024609e-12,-1.49232278875071,0.122,0.358,2.90989287741534e-07,"SLC11A2","FDR<0.01 & |log2FC|>1",11.0616601588978,11.0616601588978
8.7469561275554e-12,-3.24176792668508,0.013,0.196,2.93355414605953e-07,"OVOL1","FDR<0.01 & |log2FC|>1",11.0581430517767,11.0581430517767
8.77252542498416e-12,-3.13936222525397,0.07,0.268,2.94212957703119e-07,"LGALS9","FDR<0.01 & |log2FC|>1",11.0568753644161,11.0568753644161
9.12491183419664e-12,2.53565857310758,0.14,0.045,3.06031293095287e-07,"TTC23","FDR<0.01 & |log2FC|>1",11.0397713230476,11.0397713230476
1.01989583224963e-11,1.27203125224547,0.441,0.27,3.42052664219879e-07,"RBP1","FDR<0.01 & |log2FC|>1",10.9914441829336,10.9914441829336
1.03549462982854e-11,-2.87240414897369,0.022,0.208,3.47284188951895e-07,"PEX11A","FDR<0.01 & |log2FC|>1",10.9848521490563,10.9848521490563
1.11221818685047e-11,2.86952300660187,0.109,0.03,3.73015735505911e-07,"ADAM19","FDR<0.01 & |log2FC|>1",10.9538100076729,10.9538100076729
1.13272158936352e-11,2.17362791289143,0.266,0.133,3.79892166640736e-07,"ZNF618","FDR<0.01 & |log2FC|>1",10.9458768218766,10.9458768218766
1.13566781361385e-11,1.90221649358858,0.31,0.168,3.80880271329812e-07,"EPB41L1","FDR<0.01 & |log2FC|>1",10.9447486825437,10.9447486825437
1.1493675194262e-11,1.68844669259478,0.188,0.071,3.8547487866516e-07,"RASSF8-AS1","FDR<0.01 & |log2FC|>1",10.9395410799823,10.9395410799823
1.16807307325945e-11,-1.00377809445426,0.891,0.825,3.91748347309754e-07,"S100A11","FDR<0.01 & |log2FC|>1",10.9325299874285,10.9325299874285
1.19644860260016e-11,-0.950452244927348,0.306,0.519,4.01264932340042e-07,"CHMP2B","FDR<0.05",10.9221059532031,10.9221059532031
1.20305593146624e-11,-1.21887122493922,0.052,0.256,4.03480898295147e-07,"BRI3BP","FDR<0.01 & |log2FC|>1",10.9197141813364,10.9197141813364
1.24489088717723e-11,-2.63191498249887,0.114,0.329,4.17511505741498e-07,"NUDT8","FDR<0.01 & |log2FC|>1",10.9048687121614,10.9048687121614
1.25246895964464e-11,-0.761253414281465,0.127,0.366,4.20053039685619e-07,"UTP18","FDR<0.05",10.9022330285921,10.9022330285921
1.2705154985079e-11,0.747819940578462,0.712,0.61,4.26105487889581e-07,"DDX17","FDR<0.05",10.8960200327975,10.8960200327975
1.31057498384345e-11,-1.07098037997885,0.122,0.358,4.39540638081415e-07,"CTXN1","FDR<0.01 & |log2FC|>1",10.8825381260811,10.8825381260811
1.31713425349958e-11,-1.52805410828548,0.122,0.357,4.41740485938689e-07,"ANKRD9","FDR<0.01 & |log2FC|>1",10.8803699558033,10.8803699558033
1.3970978523291e-11,1.57684766088052,0.319,0.168,4.68558677714133e-07,"TNFSF12","FDR<0.01 & |log2FC|>1",10.8547731749608,10.8547731749608
1.43017784709468e-11,-3.87562631652815,0.004,0.177,4.79653046358613e-07,"LINC00511","FDR<0.01 & |log2FC|>1",10.8446099532977,10.8446099532977
1.52587339779451e-11,-1.1899342921471,0.109,0.342,5.11747420152322e-07,"TMEM251","FDR<0.01 & |log2FC|>1",10.8164814984389,10.8164814984389
1.52745456967345e-11,-0.964692272508725,0.437,0.615,5.12277713577081e-07,"BCAP31","FDR<0.05",10.8160316978995,10.8160316978995
1.56270664445305e-11,0.539466194000167,0.598,0.345,5.24100554416663e-07,"IFI27","FDR<0.05",10.8061225412724,10.8061225412724
1.58339918080294e-11,-1.03576239140306,0.288,0.507,5.3104041725769e-07,"PMVK","FDR<0.01 & |log2FC|>1",10.8004095840855,10.8004095840855
1.670865889802e-11,1.00553045678826,0.528,0.404,5.60375002121796e-07,"RAB34","FDR<0.01 & |log2FC|>1",10.7770584068728,10.7770584068728
1.67350455622422e-11,-0.795555463786556,0.917,0.925,5.61259958066478e-07,"RPS27","FDR<0.05",10.7763731009098,10.7763731009098
1.67434946161557e-11,-1.85009040999196,0.192,0.413,5.61543322436629e-07,"SMARCD2","FDR<0.01 & |log2FC|>1",10.7761538931696,10.7761538931696
1.68090671419385e-11,-2.4938144211456,0.031,0.222,5.63742493806334e-07,"SPAG1","FDR<0.01 & |log2FC|>1",10.7744563880686,10.7744563880686
1.69197842952997e-11,1.42880070087672,0.476,0.335,5.67455725695762e-07,"GOLIM4","FDR<0.01 & |log2FC|>1",10.7716051779376,10.7716051779376
1.69391739068966e-11,-5.63869453832021,0.017,0.192,5.68106014489497e-07,"FCER1G","FDR<0.01 & |log2FC|>1",10.7711077732511,10.7711077732511
1.73608012903075e-11,-0.68946798081963,0.934,0.956,5.82246553674332e-07,"UBC","FDR<0.05",10.760430233772,10.760430233772
1.74254733939033e-11,-1.46840070566256,0.096,0.319,5.8441552668473e-07,"TOM1L1","FDR<0.01 & |log2FC|>1",10.7588154146895,10.7588154146895
1.76983557554812e-11,-1.0934979799367,0.157,0.397,5.93567455327329e-07,"ORMDL2","FDR<0.01 & |log2FC|>1",10.7520670793722,10.7520670793722
1.78681342136355e-11,-4.48489006032268,0,0.167,5.99261485256908e-07,"TMPRSS13","FDR<0.01 & |log2FC|>1",10.7479207940543,10.7479207940543
1.79903147175917e-11,-1.31330706300875,0.118,0.343,6.0335917499859e-07,"ACAT2","FDR<0.01 & |log2FC|>1",10.7449612391604,10.7449612391604
1.83444158525572e-11,-0.829414979574072,0.672,0.741,6.15235018863064e-07,"PTGES3","FDR<0.05",10.736496113074,10.736496113074
1.8370125383351e-11,-1.22500805707142,0.166,0.412,6.16097265106825e-07,"TFRC","FDR<0.01 & |log2FC|>1",10.7358878794529,10.7358878794529
1.91291455967778e-11,-1.45790364140688,0.192,0.435,6.41553285024733e-07,"DNAJB2","FDR<0.01 & |log2FC|>1",10.7183044273011,10.7183044273011
1.92344153268643e-11,-2.99320413236266,0.022,0.203,6.45083821232374e-07,"SHMT1","FDR<0.01 & |log2FC|>1",10.7159210105101,10.7159210105101
1.96792346631683e-11,-0.655302020791721,0.93,0.932,6.60002172133338e-07,"RPL18A","FDR<0.05",10.7059917955401,10.7059917955401
1.96932729911806e-11,-1.66742065841543,0.052,0.257,6.60472989578213e-07,"HIST1H2BG","FDR<0.01 & |log2FC|>1",10.7056820987993,10.7056820987993
1.97019342381218e-11,-4.7869080453529,0,0.167,6.60763470478129e-07,"MCF2L-AS1","FDR<0.01 & |log2FC|>1",10.7054911348685,10.7054911348685
2.09038571926311e-11,-2.51220370546673,0.074,0.282,7.01073562526463e-07,"LDLRAD4","FDR<0.01 & |log2FC|>1",10.6797735702088,10.6797735702088
2.11353327275251e-11,-1.63204468301804,0.057,0.262,7.08836789015738e-07,"YOD1","FDR<0.01 & |log2FC|>1",10.6749909108068,10.6749909108068
2.1175639530527e-11,-2.42864482313678,0.052,0.246,7.10188598574813e-07,"MCM4","FDR<0.01 & |log2FC|>1",10.6741634645682,10.6741634645682
2.13731665049856e-11,-0.266349710490557,0.14,0.394,7.16813258244207e-07,"AMZ2","FDR<0.05",10.6701311309119,10.6701311309119
2.15870022438841e-11,-0.839157471926941,0.786,0.834,7.23984881255385e-07,"RPS29","FDR<0.05",10.6658076633319,10.6658076633319
2.1652654644178e-11,-3.0582295367542,0.122,0.325,7.26186731456441e-07,"CD83","FDR<0.01 & |log2FC|>1",10.6644888509669,10.6644888509669
2.1679629735777e-11,-2.24677472791311,0.022,0.206,7.27091422078489e-07,"LRRC73","FDR<0.01 & |log2FC|>1",10.6639481393422,10.6639481393422
2.21003850387574e-11,-0.875350336810109,0.821,0.871,7.41202713429845e-07,"RPS5","FDR<0.05",10.6556001598556,10.6556001598556
2.22577540538763e-11,-4.70763588461636,0,0.166,7.46480555458903e-07,"ADGRG6","FDR<0.01 & |log2FC|>1",10.6525186608108,10.6525186608108
2.25541011813259e-11,2.08755964443899,0.166,0.061,7.56419445419309e-07,"CYP7B1","FDR<0.01 & |log2FC|>1",10.6467744755833,10.6467744755833
2.33416867819602e-11,1.35932529840469,0.537,0.392,7.8283349129338e-07,"CSRP1","FDR<0.01 & |log2FC|>1",10.6318677629596,10.6318677629596
2.49755838496047e-11,2.47038837113355,0.197,0.08,8.37631131148041e-07,"KANSL1L","FDR<0.01 & |log2FC|>1",10.6024843505615,10.6024843505615
2.51609084497226e-11,-1.23309288356309,0.197,0.429,8.43846547586798e-07,"DCTPP1","FDR<0.01 & |log2FC|>1",10.5992736824804,10.5992736824804
2.59920746466339e-11,-6.13417887249464,0.004,0.172,8.71722199498807e-07,"LCP1","FDR<0.01 & |log2FC|>1",10.585159054411,10.585159054411
2.60271845549195e-11,-0.781989163546756,0.092,0.318,8.72899715602891e-07,"CRCP","FDR<0.05",10.5845728083946,10.5845728083946
2.70450849515288e-11,-5.58004614846092,0,0.165,9.07038059104373e-07,"RHEX","FDR<0.01 & |log2FC|>1",10.567911650054,10.567911650054
2.89323036133152e-11,-1.22996489205622,0.301,0.528,9.70331598583365e-07,"SDF2L1","FDR<0.01 & |log2FC|>1",10.5386169860989,10.5386169860989
2.91813315842083e-11,1.44369535994475,0.507,0.397,9.78683498671177e-07,"RCN1","FDR<0.01 & |log2FC|>1",10.5348948945372,10.5348948945372
2.93213678540718e-11,0.736299068643557,0.76,0.681,9.83380035089861e-07,"POMP","FDR<0.05",10.5328157735391,10.5328157735391
2.93660282349123e-11,-0.581598978396345,0.769,0.825,9.8487785494249e-07,"RPL38","FDR<0.05",10.5321547879785,10.5321547879785
2.97390985750439e-11,-2.44722780395716,0.031,0.218,9.97389888009821e-07,"MINCR","FDR<0.01 & |log2FC|>1",10.5266721995604,10.5266721995604
2.98073433374567e-11,-4.37033211788753,0,0.164,9.99678680851622e-07,"IGSF9","FDR<0.01 & |log2FC|>1",10.5256767299485,10.5256767299485
3.04089406608727e-11,-1.60357035206573,0.223,0.448,1.01985505188435e-06,"DCAF13","FDR<0.01 & |log2FC|>1",10.5169987088644,10.5169987088644
3.09677383483617e-11,-1.61287949132168,0.096,0.317,1.03859600872736e-06,"HINT3","FDR<0.01 & |log2FC|>1",10.5090905111008,10.5090905111008
3.09966146075185e-11,-1.25114337307812,0.048,0.246,1.03956446070695e-06,"SORD","FDR<0.01 & |log2FC|>1",10.5086857364096,10.5086857364096
3.15335283786289e-11,-2.31717145600485,0.026,0.211,1.05757147476246e-06,"PROSER2","FDR<0.01 & |log2FC|>1",10.5012274320546,10.5012274320546
3.16287347290954e-11,0.555051134611932,0.332,0.162,1.0607645053444e-06,"TCIM","FDR<0.05",10.4999181811846,10.4999181811846
3.18376646795407e-11,-2.62558208125833,0.013,0.187,1.06777159802244e-06,"ZBTB42","FDR<0.01 & |log2FC|>1",10.4970587956449,10.4970587956449
3.19720998408104e-11,-1.57705583440252,0.122,0.35,1.0722802844611e-06,"DNAJC9","FDR<0.01 & |log2FC|>1",10.4952288395078,10.4952288395078
3.24997198144357e-11,1.32557455911722,0.515,0.418,1.08997560313654e-06,"OAZ2","FDR<0.01 & |log2FC|>1",10.4881203831309,10.4881203831309
3.28964803747044e-11,-1.60361872179978,0.262,0.472,1.10328215880684e-06,"DCXR","FDR<0.01 & |log2FC|>1",10.4828505651385,10.4828505651385
3.37039609428086e-11,-2.18603403866034,0.061,0.262,1.13036344209991e-06,"STK32C","FDR<0.01 & |log2FC|>1",10.4723190571548,10.4723190571548
3.42301005381649e-11,-1.79407532085012,0.105,0.321,1.14800911184898e-06,"LINC02001","FDR<0.01 & |log2FC|>1",10.465591825282,10.465591825282
3.48775601108281e-11,0.952187681254494,0.354,0.196,1.16972361099695e-06,"LBH","FDR<0.05",10.4574539041141,10.4574539041141
3.49638429554183e-11,-2.59279356525056,0.017,0.195,1.17261736503882e-06,"HOXB3","FDR<0.01 & |log2FC|>1",10.4563808391209,10.4563808391209
3.5582596173537e-11,1.8497660699894,0.336,0.198,1.19336911046809e-06,"BDH2","FDR<0.01 & |log2FC|>1",10.448762368149,10.448762368149
3.56294857819667e-11,-7.14137871219641,0.009,0.176,1.1949416941556e-06,"HLA-DQA1","FDR<0.01 & |log2FC|>1",10.4481904455038,10.4481904455038
3.58568433238941e-11,1.3357214751023,0.397,0.262,1.20256681139676e-06,"RAP2A","FDR<0.01 & |log2FC|>1",10.4454279464347,10.4454279464347
3.60374998222862e-11,-1.36457751532655,0.118,0.349,1.20862566903983e-06,"PRPF3","FDR<0.01 & |log2FC|>1",10.4432453467454,10.4432453467454
3.63557703162837e-11,-1.79299561979234,0.131,0.346,1.21929982486752e-06,"PYCR1","FDR<0.01 & |log2FC|>1",10.439426648969,10.439426648969
3.70838764721013e-11,-4.14549092496552,0,0.163,1.24371904912133e-06,"EVPL","FDR<0.01 & |log2FC|>1",10.4308148742458,10.4308148742458
3.71406881844323e-11,2.07043585778604,0.319,0.18,1.24562440032949e-06,"GPX3","FDR<0.01 & |log2FC|>1",10.4301500534252,10.4301500534252
3.7296517982308e-11,-0.445348035192615,0.087,0.307,1.25085062009065e-06,"YDJC","FDR<0.05",10.4283317122036,10.4283317122036
3.77918209880193e-11,-1.73814885863248,0.105,0.325,1.26746209229619e-06,"GNPDA1","FDR<0.01 & |log2FC|>1",10.4226021812242,10.4226021812242
3.88696040894682e-11,-1.41927021300371,0.179,0.395,1.30360878195258e-06,"PLXDC2","FDR<0.01 & |log2FC|>1",10.4103898828993,10.4103898828993
3.91502584501197e-11,1.81610508082073,0.345,0.21,1.31302136790012e-06,"SLC39A13","FDR<0.01 & |log2FC|>1",10.407265366605,10.407265366605
4.00803313832926e-11,-1.38564343301789,0.323,0.538,1.34421415393287e-06,"APH1A","FDR<0.01 & |log2FC|>1",10.3970686963888,10.3970686963888
4.06318610213715e-11,-1.27352550717533,0.201,0.433,1.36271135493476e-06,"SCAMP2","FDR<0.01 & |log2FC|>1",10.3911332856528,10.3911332856528
4.0982201294638e-11,1.05061283121414,0.419,0.256,1.37446106701957e-06,"SAMHD1","FDR<0.01 & |log2FC|>1",10.3874047178617,10.3874047178617
4.11403752848743e-11,-5.0405651174956,0.004,0.169,1.37976590630411e-06,"HOXB5","FDR<0.01 & |log2FC|>1",10.3857317509639,10.3857317509639
4.25212555182893e-11,2.26752906924198,0.183,0.074,1.42607786757239e-06,"NOSTRIN","FDR<0.01 & |log2FC|>1",10.3713939206159,10.3713939206159
4.2669648052844e-11,0.578192770629454,0.402,0.204,1.43105465639628e-06,"ADIRF","FDR<0.05",10.3698809392672,10.3698809392672
4.26958431769081e-11,-1.70747555235937,0.07,0.28,1.43193318846714e-06,"KMT5C","FDR<0.01 & |log2FC|>1",10.369614405378,10.369614405378
4.29538465463629e-11,-2.65269972549573,0.009,0.178,1.44058610547192e-06,"CNFN","FDR<0.01 & |log2FC|>1",10.3669979387231,10.3669979387231
4.31394484826562e-11,2.78941095985286,0.157,0.058,1.44681082321133e-06,"PARD3B","FDR<0.01 & |log2FC|>1",10.3651254114465,10.3651254114465
4.32709733002179e-11,-0.883344035901777,0.114,0.345,1.45122190254271e-06,"AFTPH","FDR<0.05",10.3638033360432,10.3638033360432
4.39346766599706e-11,-6.57615701266485,0,0.162,1.47348118582209e-06,"ROPN1B","FDR<0.01 & |log2FC|>1",10.3571925654686,10.3571925654686
4.43292559082348e-11,0.945323945091815,0.629,0.541,1.48671458465038e-06,"N4BP2L2","FDR<0.05",10.3533095585193,10.3533095585193
4.46337366491871e-11,0.664522108155987,0.546,0.385,1.49692625974044e-06,"GADD45A","FDR<0.05",10.3503367533523,10.3503367533523
4.49162885306295e-11,-1.03973229415245,0.131,0.352,1.50640248474025e-06,"TMEM63B","FDR<0.01 & |log2FC|>1",10.3475961370335,10.3475961370335
4.60206737370362e-11,-0.719364358603266,0.039,0.23,1.54344135579272e-06,"TOP1MT","FDR<0.05",10.3370470276027,10.3370470276027
4.65851962284086e-11,-1.40977637411779,0.638,0.71,1.56237431110837e-06,"TOMM20","FDR<0.01 & |log2FC|>1",10.331752070815,10.331752070815
4.66826565140805e-11,-2.47984856176582,0.031,0.216,1.56564293416923e-06,"DTNB","FDR<0.01 & |log2FC|>1",10.330844438047,10.330844438047
4.75806441845681e-11,3.12842685156115,0.109,0.031,1.59575964466205e-06,"EHD3","FDR<0.01 & |log2FC|>1",10.3225696824352,10.3225696824352
4.7617171037748e-11,-3.27016672820862,0.022,0.2,1.59698468226399e-06,"CASP8","FDR<0.01 & |log2FC|>1",10.3222364098381,10.3222364098381
4.80919292385646e-11,-2.7721268960523,0.017,0.191,1.61290712280298e-06,"SUSD4","FDR<0.01 & |log2FC|>1",10.3179278005752,10.3179278005752
4.83966135146204e-11,-6.4393869731479,0,0.161,1.62312562405334e-06,"SNX10","FDR<0.01 & |log2FC|>1",10.3151850264417,10.3151850264417
4.90439945175493e-11,-1.04954589244448,0.227,0.452,1.64483748812957e-06,"DPM3","FDR<0.01 & |log2FC|>1",10.309414164789,10.309414164789
4.95803728591223e-11,-4.27549974148918,0,0.161,1.66282654494925e-06,"PRSS16","FDR<0.01 & |log2FC|>1",10.3046902115325,10.3046902115325
4.99114493251828e-11,-3.7485949504872,0.004,0.169,1.67393018746798e-06,"TMEM184A","FDR<0.01 & |log2FC|>1",10.3017998189379,10.3017998189379
4.99436301201587e-11,-6.15406576934647,0.009,0.174,1.67500946696988e-06,"AIF1","FDR<0.01 & |log2FC|>1",10.3015198944265,10.3015198944265
5.11473502251876e-11,-3.18325188320334,0.004,0.169,1.71537983185234e-06,"ZNF750","FDR<0.01 & |log2FC|>1",10.2911768607277,10.2911768607277
5.28759361323743e-11,-1.69385278374765,0.096,0.31,1.77335314600757e-06,"SLC39A4","FDR<0.01 & |log2FC|>1",10.2767419306613,10.2767419306613
5.30029478678882e-11,-1.4402348680556,0.245,0.49,1.77761286559323e-06,"PDE4DIP","FDR<0.01 & |log2FC|>1",10.2756999755472,10.2756999755472
5.32645937804261e-11,-0.890036081556973,0.1,0.321,1.78638794620793e-06,"RABIF","FDR<0.05",10.2735613807537,10.2735613807537
5.40989876735241e-11,-1.86763635233215,0.052,0.252,1.81437184859465e-06,"ZBED3","FDR<0.01 & |log2FC|>1",10.2668108615462,10.2668108615462
5.4390368273499e-11,-5.702643827613,0.009,0.173,1.82414417115661e-06,"CD37","FDR<0.01 & |log2FC|>1",10.2644780005964,10.2644780005964
5.4473198021948e-11,-3.65755769935999,0.017,0.189,1.82692211526009e-06,"NPW","FDR<0.01 & |log2FC|>1",10.2638171273427,10.2638171273427
5.50071939298433e-11,0.802011222487725,0.162,0.056,1.84483127001909e-06,"TMEM140","FDR<0.05",10.2595805090562,10.2595805090562
5.50592070244181e-11,0.604620351543806,0.162,0.055,1.84657568518493e-06,"PLCL1","FDR<0.05",10.2591700477084,10.2591700477084
5.62255663497875e-11,-1.29442684784866,0.306,0.525,1.88569304423917e-06,"KRTCAP2","FDR<0.01 & |log2FC|>1",10.2500661613019,10.2500661613019
5.6376321566374e-11,2.14465287655475,0.114,0.033,1.89074907269305e-06,"RTL5","FDR<0.01 & |log2FC|>1",10.2489032643201,10.2489032643201
5.64380747633258e-11,2.79036507419505,0.14,0.047,1.89282015141242e-06,"C3orf70","FDR<0.01 & |log2FC|>1",10.2484278094805,10.2484278094805
5.65635135932559e-11,-2.22109092865902,0.039,0.225,1.89702711889062e-06,"B9D1","FDR<0.01 & |log2FC|>1",10.2474636210151,10.2474636210151
5.68071455538516e-11,-1.5447635075444,0.205,0.447,1.90519804758508e-06,"SAP30","FDR<0.01 & |log2FC|>1",10.245597032609,10.245597032609
5.70803737973221e-11,-4.69816522953795,0.017,0.187,1.91436157641459e-06,"TNF","FDR<0.01 & |log2FC|>1",10.2435131915213,10.2435131915213
5.7420024049522e-11,-1.24505949382961,0.044,0.234,1.92575276657287e-06,"EPHB3","FDR<0.01 & |log2FC|>1",10.2409366299417,10.2409366299417
5.77056795348862e-11,-1.21352700347233,0.231,0.464,1.93533308024101e-06,"BRIX1","FDR<0.01 & |log2FC|>1",10.2387814404097,10.2387814404097
5.81380630715585e-11,-1.57461576593729,0.105,0.325,1.94983435929393e-06,"ISOC1","FDR<0.01 & |log2FC|>1",10.235539441285,10.235539441285
6.06217374544135e-11,-2.81900184307536,0.017,0.192,2.03313183074612e-06,"TTC39A","FDR<0.01 & |log2FC|>1",10.2173716206564,10.2173716206564
6.07857867942738e-11,-0.652749186143762,0.17,0.409,2.03863371750636e-06,"HOOK2","FDR<0.05",10.2161979575435,10.2161979575435
6.40984879439769e-11,-3.13174308134909,0.017,0.19,2.1497350886651e-06,"EYA2","FDR<0.01 & |log2FC|>1",10.1931522151822,10.1931522151822
6.51863457729991e-11,1.79970998362391,0.157,0.056,2.18621966453485e-06,"CEP126","FDR<0.01 & |log2FC|>1",10.1858433640297,10.1858433640297
6.52022259132499e-11,-0.994797177032602,0.1,0.315,2.18675225267858e-06,"TMEM254","FDR<0.05",10.1857375778058,10.1857375778058
6.52186702998841e-11,-1.36388407576004,0.087,0.298,2.18730376451751e-06,"CRACR2B","FDR<0.01 & |log2FC|>1",10.1856280599813,10.1856280599813
6.53747418272867e-11,-4.42224296991008,0.013,0.181,2.19253809140354e-06,"PADI2","FDR<0.01 & |log2FC|>1",10.1845900132024,10.1845900132024
6.79669309901132e-11,-3.66578773737772,0.017,0.187,2.27947493154642e-06,"ADGRV1","FDR<0.01 & |log2FC|>1",10.1677023399667,10.1677023399667
6.94929699670793e-11,-4.10830973389364,0,0.159,2.33065522675591e-06,"C1orf210","FDR<0.01 & |log2FC|>1",10.158059127193,10.158059127193
7.22950921418118e-11,1.33416185262326,0.441,0.304,2.42463280025208e-06,"SVIL","FDR<0.01 & |log2FC|>1",10.1408911844216,10.1408911844216
7.47276668155431e-11,-1.82498911994463,0.026,0.205,2.50621648965968e-06,"POLB","FDR<0.01 & |log2FC|>1",10.1265185772909,10.1265185772909
7.49401542393552e-11,1.79359684769785,0.336,0.202,2.5133428928795e-06,"ARHGAP17","FDR<0.01 & |log2FC|>1",10.1252854173907,10.1252854173907
7.55899023964073e-11,1.44931259032165,0.498,0.362,2.53513414657071e-06,"ZYX","FDR<0.01 & |log2FC|>1",10.1215362154302,10.1215362154302
7.59146180677824e-11,-2.25876870718592,0.066,0.265,2.54602446075729e-06,"PAQR4","FDR<0.01 & |log2FC|>1",10.1196745885986,10.1196745885986
7.60382411594181e-11,2.44852888838811,0.262,0.134,2.55017053200456e-06,"ITGA3","FDR<0.01 & |log2FC|>1",10.1189679373562,10.1189679373562
8.07880244938835e-11,-7.23860120821426,0.004,0.165,2.70946876547586e-06,"LYZ","FDR<0.01 & |log2FC|>1",10.0926530115234,10.0926530115234
8.09509122176533e-11,-2.81921449729936,0.004,0.166,2.71493169395566e-06,"ALDH3B2","FDR<0.01 & |log2FC|>1",10.091778252916,10.091778252916
8.16894123896757e-11,-0.955367956144051,0.528,0.682,2.73969951272494e-06,"ATP6V1F","FDR<0.05",10.0878342279071,10.0878342279071
8.17687688727954e-11,-2.4154689400213,0.022,0.198,2.74236097045581e-06,"BDH1","FDR<0.01 & |log2FC|>1",10.0874125410247,10.0874125410247
8.32025052513315e-11,1.1830808134676,0.502,0.394,2.79044562111916e-06,"DYNLT3","FDR<0.01 & |log2FC|>1",10.0798635967808,10.0798635967808
8.52576052472661e-11,-2.66331813016075,0.013,0.182,2.85936956478281e-06,"KLHDC9","FDR<0.01 & |log2FC|>1",10.0692668701701,10.0692668701701
8.78817608431792e-11,-2.48635281518089,0.031,0.209,2.94737849515855e-06,"EFNA3","FDR<0.01 & |log2FC|>1",10.0561012499216,10.0561012499216
8.79100963364831e-11,0.973379510236757,0.629,0.573,2.94832881093297e-06,"CAP1","FDR<0.05",10.0559612440227,10.0559612440227
8.81522674081014e-11,4.36419162140854,0.122,0.039,2.95645074433291e-06,"PLA2R1","FDR<0.01 & |log2FC|>1",10.0547665125177,10.0547665125177
9.04856617476938e-11,-1.38332665241809,0.144,0.354,3.03470812369416e-06,"BID","FDR<0.01 & |log2FC|>1",10.0434202331395,10.0434202331395
9.09649044724644e-11,1.40846645254993,0.175,0.067,3.05078096619751e-06,"KCTD17","FDR<0.01 & |log2FC|>1",10.0411261322264,10.0411261322264
9.20581792213515e-11,-1.57007314181616,0.14,0.367,3.08744721472569e-06,"CYTH1","FDR<0.01 & |log2FC|>1",10.0359376190786,10.0359376190786
9.52811691426189e-11,-2.83381837259986,0.035,0.214,3.19553985070515e-06,"AC092803.2","FDR<0.01 & |log2FC|>1",10.0209929225048,10.0209929225048
9.53001032254395e-11,2.12431759875328,0.1,0.027,3.19617486197479e-06,"STARD9","FDR<0.01 & |log2FC|>1",10.0209066289502,10.0209066289502
9.66631225095918e-11,-1.22351268008358,0.1,0.318,3.24188780272669e-06,"MRPL48","FDR<0.01 & |log2FC|>1",10.0147391799525,10.0147391799525
9.69755160387451e-11,-1.38079561509557,0.21,0.434,3.25236485690743e-06,"SNX27","FDR<0.01 & |log2FC|>1",10.0133379006974,10.0133379006974
9.81579894210772e-11,1.78428511845674,0.485,0.37,3.29202264920409e-06,"DLGAP4","FDR<0.01 & |log2FC|>1",10.0080743458829,10.0080743458829
9.82123545635878e-11,-6.06825129020913,0.004,0.163,3.29384594735361e-06,"CD53","FDR<0.01 & |log2FC|>1",10.0078338769656,10.0078338769656
9.8640252420973e-11,1.03932617231231,0.537,0.42,3.30819678569459e-06,"MAP4K4","FDR<0.01 & |log2FC|>1",10.0059458250488,10.0059458250488
9.86809203006611e-11,2.6278547438577,0.293,0.165,3.30956070504357e-06,"PDLIM4","FDR<0.01 & |log2FC|>1",10.0057668089225,10.0057668089225
9.87655750398606e-11,-7.50296704419533,0.004,0.163,3.31239985568684e-06,"MS4A7","FDR<0.01 & |log2FC|>1",10.0053944033421,10.0053944033421
9.90809715375954e-11,-3.05195028957217,0.013,0.18,3.32297762342788e-06,"COL9A2","FDR<0.01 & |log2FC|>1",10.0040097435946,10.0040097435946
1.00346983242618e-10,-1.63759677555705,0.074,0.28,3.36543712399092e-06,"BPHL","FDR<0.01 & |log2FC|>1",9.99849567928788,9.99849567928788
1.01367349936561e-10,-1.12529337689719,0.389,0.576,3.39965818217238e-06,"HDGF","FDR<0.01 & |log2FC|>1",9.99410190718969,9.99410190718969
1.02506418980809e-10,-1.51205639662785,0.096,0.304,3.43786027977838e-06,"ERAL1","FDR<0.01 & |log2FC|>1",9.98924893811399,9.98924893811399
1.03567858138267e-10,-1.40418086354254,0.153,0.38,3.47345882624119e-06,"AP1B1","FDR<0.01 & |log2FC|>1",9.98477500519918,9.98477500519918
1.04147246276817e-10,-0.233106874900058,0.004,0.165,3.49289034563188e-06,"AL035661.1","FDR<0.05",9.9823522086024,9.9823522086024
1.04759466309436e-10,-2.85610951913337,0.087,0.281,3.51342298108587e-06,"FMNL2","FDR<0.01 & |log2FC|>1",9.97980672272731,9.97980672272731
1.050451961496e-10,-1.34162975566659,0.122,0.345,3.52300578846529e-06,"APIP","FDR<0.01 & |log2FC|>1",9.97862380364284,9.97862380364284
1.05147741527034e-10,2.3284211951944,0.105,0.03,3.52644495533365e-06,"TMEM108","FDR<0.01 & |log2FC|>1",9.97820005110777,9.97820005110777
1.06804155166758e-10,-1.67725798441167,0.087,0.291,3.58199775598273e-06,"EXOSC5","FDR<0.01 & |log2FC|>1",9.9714118509508,9.9714118509508
1.09160334414226e-10,-2.09649171367684,0.079,0.283,3.66101929558432e-06,"FUCA1","FDR<0.01 & |log2FC|>1",9.96193514253283,9.96193514253283
