"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significance"
1.37109536953739e-11,0.858927541246887,0.867,0.844,4.59837965035451e-07,"CALM1","Upregulated"
1.38386184944517e-11,-1.37124531805854,0.042,0.352,4.64119587066922e-07,"TMC4","Downregulated"
1.41156745365857e-11,-1.12216110397814,0.5,0.764,4.7341149260801e-07,"ZFAS1","Downregulated"
1.4718132345322e-11,-0.80095548520843,0.875,0.94,4.93616722597408e-07,"RPS14","Downregulated"
1.47980876684712e-11,-1.65353016183792,0.383,0.649,4.96298264225187e-07,"CCT5","Downregulated"
1.55113671349521e-11,1.29322626403758,0.267,0.09,5.20220230972022e-07,"NLRP1","Upregulated"
1.57914267050203e-11,2.12861710258482,0.35,0.154,5.29612868832971e-07,"IKBIP","Upregulated"
1.60689052680968e-11,-5.11344404358877,0,0.283,5.38918944881432e-07,"BEX2","Downregulated"
1.6102617580497e-11,-1.27552380263542,0.45,0.728,5.40049588414707e-07,"RPS10","Downregulated"
1.63990091299916e-11,4.10328109798538,0.175,0.047,5.49989968201657e-07,"SLC35G2","Upregulated"
1.65100801516674e-11,-0.970422812053735,0.733,0.877,5.53715068126621e-07,"RPSA","Downregulated"
1.68843774048659e-11,3.03140605330277,0.158,0.038,5.66268249404391e-07,"ALPK3","Upregulated"
1.73597850147421e-11,-2.1378200490229,0.225,0.538,5.8221246982442e-07,"FAM162A","Downregulated"
1.75669404659816e-11,2.3476629440489,0.525,0.348,5.8916004934809e-07,"PLEKHA1","Upregulated"
1.77836964030148e-11,-2.68371147866422,0.05,0.357,5.96429609964309e-07,"TUFT1","Downregulated"
1.87226028447942e-11,2.50149976323299,0.35,0.156,6.27918654208708e-07,"FAM241A","Upregulated"
1.89438587470657e-11,-2.04399886330952,0.167,0.467,6.3533913465909e-07,"PLPP2","Downregulated"
1.95824580998676e-11,-2.07420976581699,0.142,0.471,6.5675647975336e-07,"NINJ1","Downregulated"
1.96717984464658e-11,-5.44775938069697,0.008,0.293,6.5975277629757e-07,"TNNT1","Downregulated"
1.9702713531351e-11,2.12313477414857,0.183,0.049,6.6078960641445e-07,"GRK5","Upregulated"
1.98859423618887e-11,2.087774952746,0.233,0.072,6.66934734933022e-07,"INPP5D","Upregulated"
2.00963466402319e-11,-4.50734757256558,0.008,0.295,6.73991273620099e-07,"SORL1","Downregulated"
2.10024723955595e-11,-1.60759930395016,0.3,0.606,7.04380919202273e-07,"SYAP1","Downregulated"
2.10597164961888e-11,-2.57776716241083,0.067,0.375,7.0630077184918e-07,"HSPA2","Downregulated"
2.20932787646778e-11,-3.79811200620417,0.025,0.318,7.40964383209764e-07,"HDHD3","Downregulated"
2.26885301353795e-11,-2.19967473383599,0.058,0.368,7.60927923680359e-07,"PARD3","Downregulated"
2.41668898866978e-11,1.6482041365229,0.608,0.462,8.10509153020071e-07,"SERPINB6","Upregulated"
2.42598910714643e-11,-4.06757382360755,0.025,0.315,8.1362822675477e-07,"CLMN","Downregulated"
2.4692503360293e-11,1.44885258051419,0.65,0.506,8.28137177697507e-07,"MXD4","Upregulated"
2.59565595487829e-11,-1.76654376528575,0.558,0.71,8.70531094147081e-07,"TOMM20","Downregulated"
2.60632607685606e-11,-0.894462373973956,0.617,0.8,8.74109639655986e-07,"GPX4","Downregulated"
2.64179020482582e-11,-2.08606176461912,0.242,0.515,8.86003598894482e-07,"PERP","Downregulated"
2.68001796595731e-11,-3.79132557912994,0.092,0.39,8.98824425422762e-07,"SELENBP1","Downregulated"
2.78952733700246e-11,-4.97690924333541,0.017,0.301,9.35551678283884e-07,"C6orf132","Downregulated"
2.79846432009597e-11,-3.54075238644947,0.017,0.306,9.38548963673787e-07,"EFNA4","Downregulated"
3.01970730097785e-11,-1.95199556368467,0.125,0.431,1.01274943460195e-06,"VPS72","Downregulated"
3.1125711168259e-11,-3.69312388569181,0.058,0.363,1.04389410116107e-06,"S100A4","Downregulated"
3.13196649520055e-11,2.38215543723834,0.2,0.058,1.05039892316036e-06,"FBN1","Upregulated"
3.16995533890173e-11,-5.91425160340714,0,0.277,1.06313962156086e-06,"HOXB2","Downregulated"
3.27108514568493e-11,-5.30224267970878,0,0.276,1.09705653615981e-06,"DMKN","Downregulated"
3.30786596361198e-11,-2.01836555742344,0.092,0.422,1.10939208687618e-06,"STXBP2","Downregulated"
3.32271031879429e-11,2.81330669793453,0.358,0.174,1.11437058671723e-06,"TSPAN9","Upregulated"
3.3345741246349e-11,-3.13879472171882,0.283,0.565,1.11834946992005e-06,"MIEN1","Downregulated"
3.3912502433576e-11,4.80105076879065,0.033,0.002,1.13735750661727e-06,"OTOGL","Upregulated"
3.4558084884403e-11,-4.38936625612454,0.025,0.308,1.15900905085311e-06,"CEBPA","Downregulated"
3.45771205107755e-11,-6.52053774130396,0.008,0.287,1.15964746769039e-06,"TTYH1","Downregulated"
3.47867195099855e-11,-4.72849634472836,0.008,0.286,1.1666769989259e-06,"MAP9","Downregulated"
3.48045065173436e-11,3.88619174747275,0.058,0.006,1.16727353957867e-06,"ABCB4","Upregulated"
3.53065514331196e-11,-2.27466782889458,0.15,0.457,1.18411112196396e-06,"AKR7A2","Downregulated"
3.54570255333714e-11,-3.19670751722641,0.058,0.357,1.18915772233821e-06,"PFN2","Downregulated"
3.61699415708886e-11,-2.3397277787849,0.242,0.541,1.21306750040446e-06,"TOB1","Downregulated"
3.71769849752636e-11,-2.24796058137158,0.1,0.406,1.24684172210039e-06,"LLGL2","Downregulated"
3.72468199695125e-11,2.37043921697303,0.1,0.017,1.24918384813751e-06,"AFAP1L2","Upregulated"
3.83559730249157e-11,3.07909820313464,0.417,0.242,1.28638262330962e-06,"MPZL2","Upregulated"
4.10841218650181e-11,-1.86828859792961,0.017,0.302,1.37787927910898e-06,"PACSIN3","Downregulated"
4.3192731371176e-11,-4.68243575018596,0.017,0.294,1.4485978247265e-06,"NOTCH2","Downregulated"
4.54173803347488e-11,-2.31749450819918,0.133,0.429,1.52320810166681e-06,"SLC9A3R1","Downregulated"
4.66685733965276e-11,-1.54606209883687,0.375,0.687,1.56517061457274e-06,"HMGN2","Downregulated"
4.71628526942116e-11,-2.58226550011946,0.092,0.405,1.58174775365847e-06,"MID1IP1","Downregulated"
4.83660244096951e-11,-5.73495568007607,0,0.273,1.62209972665235e-06,"QPRT","Downregulated"
4.8570252195603e-11,2.38205526645715,0.292,0.117,1.62894911813613e-06,"FHL3","Upregulated"
5.05915615152146e-11,-1.75498775295976,0.083,0.393,1.69673979009727e-06,"SNRNP25","Downregulated"
5.06258457697674e-11,-1.48867502390059,0.325,0.626,1.69788961542646e-06,"ASAH1","Downregulated"
5.2096644442304e-11,-2.45053280846325,0.117,0.416,1.74721726130599e-06,"SRP68","Downregulated"
5.26536748542022e-11,-0.901193946041253,0.575,0.828,1.76589894726023e-06,"RPL38","Downregulated"
5.28582023878561e-11,3.47671471163965,0.108,0.021,1.77275839168392e-06,"ST6GALNAC1","Upregulated"
5.30583399068046e-11,-2.49784006387417,0.1,0.404,1.77947060379441e-06,"NMRAL1","Downregulated"
5.38864964722669e-11,-1.47043706821398,0.017,0.297,1.80724531868689e-06,"RAC3","Downregulated"
5.84836963953259e-11,-5.28132178802172,0.017,0.29,1.96142620970644e-06,"GATA3","Downregulated"
5.87050594883175e-11,-1.51109278680276,0.367,0.619,1.96885028511919e-06,"ANAPC11","Downregulated"
5.89780915000024e-11,2.2514098957395,0.2,0.06,1.97800723272708e-06,"ZFYVE28","Upregulated"
5.91952814714153e-11,2.15080621616544,0.425,0.233,1.98529134998833e-06,"CASP4","Upregulated"
6.00242647448353e-11,0.525434355692927,0.992,0.958,2.01309379101229e-06,"TPT1","Upregulated"
6.1285659314725e-11,1.57986233859,0.158,0.039,2.05539844209725e-06,"RGS5","Upregulated"
6.76934614238803e-11,-3.44946914375846,0.025,0.309,2.2703033092341e-06,"P2RX4","Downregulated"
6.95905633678277e-11,-4.65133973768997,0.008,0.279,2.33392831423021e-06,"OLFM2","Downregulated"
7.03849303794875e-11,-3.10986502163742,0.033,0.322,2.36056979506725e-06,"CADM1","Downregulated"
7.07343259342407e-11,1.78071600525351,0.533,0.36,2.37228782318257e-06,"LIMCH1","Upregulated"
7.12532225542765e-11,-4.67677250856129,0.017,0.293,2.38969057802532e-06,"IMPA2","Downregulated"
7.14141542956893e-11,-5.01739192354509,0.008,0.281,2.39508790676883e-06,"KRTCAP3","Downregulated"
7.21360016231959e-11,-1.62497990676159,0.142,0.465,2.41929722243874e-06,"IAH1","Downregulated"
7.22857950642454e-11,6.6638079330557,0.017,0,2.42432099486466e-06,"AC112229.3","Upregulated"
7.22857950642454e-11,7.99960643310774,0.017,0,2.42432099486466e-06,"LINC00671","Upregulated"
7.23757472158967e-11,-3.16099722977895,0.05,0.34,2.42733781012674e-06,"ACAT2","Downregulated"
7.32521171624637e-11,5.78962830302268,0.017,0,2.45672950539471e-06,"AC002480.3","Upregulated"
7.42310682938539e-11,4.78558556904276,0.017,0,2.48956156843927e-06,"SLC1A7","Upregulated"
7.43079592304288e-11,-1.68188766646675,0.008,0.285,2.49214033667012e-06,"FAM241B","Downregulated"
7.52228095687431e-11,4.39579496765559,0.017,0,2.52282258731651e-06,"AC008050.1","Upregulated"
7.56117142463711e-11,-6.43027784677012,0.017,0.291,2.53586567239479e-06,"GRB7","Downregulated"
7.91927350105494e-11,-1.82311505851636,0.158,0.49,2.65596594678381e-06,"SLC25A33","Downregulated"
8.46687481473563e-11,1.26804147000428,0.592,0.374,2.83962047536604e-06,"ARHGDIB","Upregulated"
8.50994845580496e-11,-5.32194317914613,0.042,0.329,2.85406651310787e-06,"QDPR","Downregulated"
8.78290944671452e-11,-1.40291134902185,0.083,0.388,2.94561217023912e-06,"SLC35B2","Downregulated"
8.87147448385501e-11,-4.23241004053932,0.008,0.28,2.97531511239529e-06,"TMEM159","Downregulated"
9.10338289601093e-11,1.91508382836959,0.392,0.197,3.05309255566415e-06,"C19orf66","Upregulated"
9.15081378047023e-11,3.71451635186127,0.167,0.045,3.06899992569411e-06,"HIF3A","Upregulated"
9.15717474201004e-11,-5.85396552639034,0.017,0.289,3.07113326497533e-06,"CTSV","Downregulated"
9.5382327373935e-11,4.05551948244578,0.067,0.009,3.19893249546703e-06,"CLIC5","Upregulated"
9.85764632141614e-11,2.6039281465098,0.283,0.112,3.30605742327654e-06,"PGF","Upregulated"
9.85915493817529e-11,-1.87170327370285,0.092,0.412,3.30656338316523e-06,"DNASE2","Downregulated"
9.89343328926258e-11,1.82985448050728,0.492,0.287,3.31805965655288e-06,"HBEGF","Upregulated"
1.02476947489001e-10,1.80710133774109,0.55,0.383,3.43687186488612e-06,"SYNE2","Upregulated"
1.03865760995463e-10,2.19725324348721,0.142,0.033,3.48344989226583e-06,"DENND2C","Upregulated"
1.04957986651411e-10,-0.929977112152638,0.792,0.906,3.52008095631501e-06,"RPL37","Downregulated"
1.08165571901283e-10,-5.07648192276488,0,0.265,3.62765695042524e-06,"CYB5R2","Downregulated"
1.09506471697002e-10,-2.82503981199035,0.067,0.36,3.67262804777404e-06,"RUNX1","Downregulated"
1.10176900836099e-10,1.96649347336377,0.525,0.373,3.6951129002411e-06,"TRIOBP","Upregulated"
1.1099843915425e-10,1.9975360163921,0.55,0.396,3.72266565235523e-06,"TSPAN14","Upregulated"
1.1221942852878e-10,-2.36757503488664,0.067,0.366,3.76361519399822e-06,"DHCR7","Downregulated"
1.13436847684003e-10,2.83463971591442,0.392,0.213,3.80444499762611e-06,"MICALL2","Upregulated"
1.16624489117226e-10,3.41281775116585,0.3,0.128,3.91135211601353e-06,"KLHL5","Upregulated"
1.16651623809365e-10,-3.73194233437989,0.033,0.309,3.91226215931849e-06,"A1BG","Downregulated"
1.23030465116174e-10,3.02135513465949,0.092,0.016,4.12619573906624e-06,"P3H2","Upregulated"
1.2618299540807e-10,-1.39543128432141,0.008,0.28,4.23192529999584e-06,"PRKCD","Downregulated"
1.27783574751572e-10,-2.33797975335065,0.008,0.28,4.28560553001821e-06,"CDH1","Downregulated"
1.29492610736598e-10,-0.987093464045964,0.642,0.846,4.34292317888403e-06,"HSPE1","Downregulated"
1.32347213359355e-10,-2.34332080375002,0.2,0.491,4.43866084164603e-06,"PHLDA2","Downregulated"
1.36996936676374e-10,-1.76764518465154,0.108,0.407,4.59460326225224e-06,"MRPS35","Downregulated"
1.3786289842417e-10,2.92899753479534,0.075,0.011,4.62364588734982e-06,"LYVE1","Upregulated"
1.40612698388292e-10,-4.69371906051595,0.008,0.273,4.71586867854653e-06,"EPN3","Downregulated"
1.44656008818002e-10,5.20021332332067,0.05,0.005,4.85147322373816e-06,"SH3RF3-AS1","Upregulated"
1.48296061802534e-10,2.86135472259462,0.292,0.121,4.97355332073337e-06,"EFNB1","Upregulated"
1.48829185100319e-10,2.06869612496207,0.308,0.127,4.99143320989448e-06,"TTC28","Upregulated"
1.49223611726571e-10,-4.60370420875156,0,0.262,5.00466149008573e-06,"PPP1R9A","Downregulated"
1.51009919206954e-10,-2.16772947301262,0.175,0.469,5.06457067036281e-06,"DCXR","Downregulated"
1.60487859395644e-10,3.83235293285237,0.092,0.016,5.38244182841112e-06,"CYTL1","Upregulated"
1.6240372182831e-10,2.40841109721393,0.05,0.005,5.44669602267787e-06,"AC017002.3","Upregulated"
1.64147025441024e-10,-1.58076220836183,0.183,0.517,5.50516293924106e-06,"TGIF1","Downregulated"
1.68395843721352e-10,-0.943155212239501,0.7,0.86,5.64765980672671e-06,"RPL7","Downregulated"
1.8709287153165e-10,-1.97866951163852,0.183,0.498,6.27472072542846e-06,"TWISTNB","Downregulated"
1.94607646951731e-10,5.8950650439603,0.067,0.009,6.52675126346716e-06,"Z82217.1","Upregulated"
1.96530010323214e-10,-1.74895900129571,0.142,0.454,6.59122348621995e-06,"POR","Downregulated"
1.98151194202556e-10,1.60962648652705,0.358,0.157,6.64559475116533e-06,"IFI44L","Upregulated"
2.0012973456062e-10,2.72172475599254,0.233,0.081,6.71195103769407e-06,"WLS","Upregulated"
2.07875842024974e-10,3.4714805917321,0.117,0.024,6.97173998983356e-06,"CYSLTR1","Upregulated"
2.12778960101664e-10,2.3653879781284,0.183,0.054,7.13618076388961e-06,"ACSL5","Upregulated"
2.17521181419621e-10,3.15147930068356,0.067,0.009,7.29522538245125e-06,"CPXM2","Upregulated"
2.17691001068777e-10,-1.43533989031814,0.108,0.432,7.30092079384463e-06,"ABHD12","Downregulated"
2.21736645222223e-10,-2.10942913287379,0.183,0.48,7.4366036074629e-06,"COA6","Downregulated"
2.22578255930937e-10,2.77789578443355,0.317,0.145,7.46482954741178e-06,"LXN","Upregulated"
2.2321599195092e-10,-2.62171699325772,0.033,0.313,7.48621793804995e-06,"TMEM254","Downregulated"
2.23297369667717e-10,-2.25158813493395,0.092,0.381,7.4889471839159e-06,"FAM84B","Downregulated"
2.28558756776686e-10,2.85587083272614,0.217,0.071,7.66540358477649e-06,"ADA","Upregulated"
2.30903004781723e-10,3.63036913369841,0.083,0.014,7.74402497436941e-06,"COL13A1","Upregulated"
2.40090712090081e-10,-3.24734175949331,0.042,0.321,8.05216230207712e-06,"ISOC1","Downregulated"
2.44780104157594e-10,2.86137005454304,0.067,0.009,8.20943513323739e-06,"CXCL11","Upregulated"
2.46127769903027e-10,-1.55461873753813,0.167,0.481,8.25463314700773e-06,"ATP6V1H","Downregulated"
2.46675702839941e-10,2.26702781020848,0.517,0.345,8.27300972184595e-06,"PLK2","Upregulated"
2.47844950244315e-10,1.02898284208822,0.725,0.581,8.31222394129382e-06,"SLC38A2","Upregulated"
2.5037353759764e-10,-2.08282595940836,0.108,0.412,8.39702770394966e-06,"RPA3","Downregulated"
2.56348050420571e-10,-2.44033340407267,0.083,0.378,8.59740091500511e-06,"THEM6","Downregulated"
2.57949283839911e-10,-5.0533393925916,0,0.256,8.65110308142295e-06,"SRGAP3","Downregulated"
2.59415193530632e-10,-1.64641846068546,0.383,0.673,8.70026676063034e-06,"NPC2","Downregulated"
2.61880690605201e-10,-5.54216593003356,0,0.256,8.78295460151722e-06,"IRX2","Downregulated"
2.65482742836364e-10,4.37480886896668,0.05,0.005,8.90376022924598e-06,"AC100803.3","Upregulated"
2.69835140055252e-10,-2.06495070543352,0.15,0.459,9.04973092717305e-06,"GDE1","Downregulated"
2.84523657870267e-10,-3.18848726727435,0.017,0.285,9.54235443765302e-06,"AL121944.1","Downregulated"
2.91096509322928e-10,-5.09722383666263,0,0.255,9.76279472967237e-06,"C5orf38","Downregulated"
2.91893711070346e-10,-1.19169920766348,0.167,0.492,9.78953128187727e-06,"SFT2D1","Downregulated"
2.99428329195111e-10,-5.96820964282944,0.017,0.277,1.00422273045456e-05,"GPNMB","Downregulated"
3.12663176317004e-10,1.48863229675563,0.55,0.384,1.04860976073197e-05,"CLIC4","Upregulated"
3.29184899003823e-10,-1.23603641717254,0.267,0.568,1.10402031427902e-05,"ECHS1","Downregulated"
3.34431830460299e-10,-5.04493420668542,0.067,0.35,1.12161747299775e-05,"ERBB2","Downregulated"
3.45244259419152e-10,-2.48368239799719,0.208,0.51,1.15788019723995e-05,"TYMP","Downregulated"
3.59450824118418e-10,-5.42163152098426,0,0.253,1.20552617392835e-05,"FOXA1","Downregulated"
3.64895955831203e-10,-4.57720558584148,0,0.253,1.22378805666669e-05,"SLC25A10","Downregulated"
3.68170867580384e-10,4.01170208779652,0.125,0.028,1.23477145569109e-05,"ELN","Upregulated"
3.69712076340086e-10,0.715649903937811,0.675,0.464,1.23994036162938e-05,"TSC22D3","Upregulated"
3.75956546574667e-10,-2.87402460295533,0.067,0.354,1.26088306590212e-05,"DPCD","Downregulated"
3.77195725263241e-10,-1.84075166882471,0.125,0.424,1.26503902338786e-05,"POLD2","Downregulated"
3.80918337842681e-10,-1.50046306773782,0.383,0.666,1.27752392145678e-05,"TKT","Downregulated"
3.92537708643421e-10,2.16871198681373,0.508,0.344,1.31649296724831e-05,"KLC1","Upregulated"
3.93898670594168e-10,-0.576777544942038,0.05,0.34,1.32105736143872e-05,"NSUN5","Downregulated"
3.97266759866427e-10,-1.17071151959081,0.15,0.431,1.33235325924002e-05,"POLDIP2","Downregulated"
3.99308777560036e-10,-4.7584495822089,0,0.252,1.33920177818085e-05,"ASCL2","Downregulated"
4.02794490236725e-10,2.77491011863406,0.475,0.305,1.35089216135593e-05,"CD320","Upregulated"
4.10329576740671e-10,-2.82039568300485,0.058,0.341,1.37616333447286e-05,"ZNF331","Downregulated"
4.11072250181668e-10,3.40271374658855,0.058,0.007,1.37865411265928e-05,"GIPC3","Upregulated"
4.11541769561617e-10,-1.33373045009826,0.592,0.758,1.38022878675575e-05,"TXN","Downregulated"
4.13438757789326e-10,2.82255168187316,0.3,0.126,1.38659090587384e-05,"SPNS2","Upregulated"
4.21342425562472e-10,-2.65778493021945,0.025,0.294,1.41309822685142e-05,"ARHGEF35","Downregulated"
4.2305839030204e-10,2.35785428176618,0.125,0.028,1.41885322939498e-05,"POMC","Upregulated"
4.24942959118307e-10,-3.81695725652906,0.1,0.369,1.42517369629098e-05,"DUSP2","Downregulated"
4.46622393325331e-10,-1.03752275934793,0.492,0.743,1.4978821827345e-05,"SOD1","Downregulated"
4.49297987840672e-10,1.198437743923,0.3,0.117,1.50685559162005e-05,"SYNE1","Upregulated"
4.5018926284392e-10,-6.33927669609768,0,0.251,1.50984474972594e-05,"PPP1R1B","Downregulated"
4.51497035587491e-10,-1.74738041783169,0.242,0.529,1.51423075795333e-05,"WDR45B","Downregulated"
4.52968968923024e-10,-1.96508521740044,0.1,0.4,1.51916732797404e-05,"JPT2","Downregulated"
4.54821889228935e-10,1.48338003446782,0.458,0.25,1.525381652096e-05,"RASGRP3","Upregulated"
4.78665352385871e-10,-4.03374392035188,0.008,0.264,1.60534785883173e-05,"RPL39L","Downregulated"
4.81241339098369e-10,-1.0999246963,0.342,0.65,1.61398720306811e-05,"CD9","Downregulated"
4.8216117656974e-10,-2.77873489645648,0.033,0.305,1.61707215397959e-05,"RASSF7","Downregulated"
4.82948619729733e-10,2.323913886568,0.133,0.032,1.61971308084958e-05,"C14orf132","Upregulated"
4.91750258714402e-10,-1.80907740987983,0.183,0.467,1.64923201767636e-05,"MTX1","Downregulated"
5.00481523425484e-10,-4.04729522195882,0.008,0.265,1.67851493326439e-05,"TMEM125","Downregulated"
5.00895994587808e-10,1.28662296467146,0.15,0.038,1.67990498664859e-05,"HVCN1","Upregulated"
5.22808318078814e-10,-4.90438972297973,0,0.249,1.75339453717273e-05,"SYNE4","Downregulated"
5.46015201703083e-10,2.34425994370206,0.067,0.009,1.8312257834718e-05,"SRPX","Upregulated"
5.46754041652032e-10,-4.63626246370786,0,0.249,1.83370370489258e-05,"FAM83H","Downregulated"
5.46904289968178e-10,1.35006747572768,0.567,0.363,1.83420760769528e-05,"GLS","Upregulated"
5.47799726180171e-10,-2.01242601261912,0.2,0.492,1.83721072166306e-05,"HMGA1","Downregulated"
5.53438341547534e-10,-1.35853795914852,0.283,0.57,1.85612150988212e-05,"C1orf122","Downregulated"
5.66217254797275e-10,1.32345483959384,0.692,0.578,1.8989794291391e-05,"JMJD1C","Upregulated"
5.94537712780233e-10,2.21751154779202,0.308,0.134,1.99396058112235e-05,"PLS3","Upregulated"
6.05520304662877e-10,-4.2262177855998,0.008,0.259,2.03079399777836e-05,"BICDL2","Downregulated"
6.06892929847156e-10,-5.10493264253663,0,0.248,2.03539750812139e-05,"GINS2","Downregulated"
6.13043173702624e-10,3.00365912302583,0.292,0.129,2.05602419596386e-05,"EOGT","Upregulated"
6.31195607345421e-10,-0.613041548490797,0.058,0.344,2.11690382791507e-05,"ATIC","Downregulated"
6.34612147097809e-10,-4.77710318895853,0,0.247,2.12836221893663e-05,"PRR15L","Downregulated"
6.44957626942519e-10,-2.38144230369932,0.05,0.326,2.16305888923982e-05,"FOXP4","Downregulated"
6.55885147308838e-10,-1.49376448936579,0.267,0.533,2.19970760704438e-05,"LRRC59","Downregulated"
6.57919738558205e-10,2.96597135031632,0.158,0.044,2.20653121917651e-05,"TMTC1","Upregulated"
6.58628792537727e-10,-1.23619423019775,0.358,0.607,2.20890924441303e-05,"MDH2","Downregulated"
6.59210431745286e-10,2.3511457593342,0.192,0.06,2.21085994598734e-05,"PKD2","Upregulated"
6.76240014821897e-10,-1.31215327685958,0.45,0.647,2.26797376170968e-05,"PRDX2","Downregulated"
6.92819946710353e-10,-1.61546473629195,0.292,0.577,2.32357953727718e-05,"ETFB","Downregulated"
6.98662569873632e-10,3.95422496440479,0.067,0.009,2.34317452684219e-05,"CA5A","Upregulated"
6.99644514752205e-10,-3.08880519610071,0.05,0.326,2.34646777357595e-05,"MAP7","Downregulated"
7.04195701099239e-10,1.18408936507646,0.325,0.137,2.36173154234663e-05,"PLLP","Upregulated"
7.15136788449772e-10,-2.88542161025391,0.067,0.343,2.39842576110284e-05,"ROGDI","Downregulated"
7.3995848339416e-10,3.75617900029297,0.117,0.026,2.48167276160733e-05,"EFR3B","Upregulated"
7.60593756031025e-10,-4.77343141016165,0.008,0.257,2.55087933897685e-05,"LYPD3","Downregulated"
7.75276752917548e-10,2.31713820585605,0.292,0.12,2.60012317393487e-05,"MMP14","Upregulated"
7.79369582653991e-10,-1.90374908246496,0.292,0.542,2.61384970630496e-05,"CERS2","Downregulated"
7.87438742535344e-10,-1.27808348267051,0.117,0.413,2.64091205471504e-05,"RAB34","Downregulated"
7.92775231254832e-10,-3.36159835168292,0.025,0.284,2.65880957058245e-05,"MOK","Downregulated"
7.92960040988781e-10,-5.29008023074169,0,0.245,2.65942938546817e-05,"TLCD1","Downregulated"
8.11927204592618e-10,-2.30205002395474,0.117,0.397,2.72304145876272e-05,"C19orf48","Downregulated"
8.1234299517627e-10,1.46222164918179,0.7,0.612,2.72443593722217e-05,"DDX17","Upregulated"
8.28995703164804e-10,-4.81099562075069,0,0.245,2.78028578927412e-05,"PRAME","Downregulated"
8.73042117478161e-10,-3.45137716578647,0.025,0.283,2.92800865359826e-05,"SEZ6L2","Downregulated"
8.73287350501411e-10,-3.41520153248039,0.058,0.328,2.92883111611163e-05,"CRIP1","Downregulated"
8.74412191834912e-10,-2.59395086998083,0.117,0.396,2.93260360897593e-05,"LENG1","Downregulated"
8.79554643571319e-10,-3.44957255007666,0.017,0.272,2.94985036360949e-05,"SPDEF","Downregulated"
8.89665835154522e-10,-1.28498179577589,0.658,0.771,2.98376127794124e-05,"SUB1","Downregulated"
8.89820856720356e-10,3.88049114909501,0.1,0.02,2.98428118926873e-05,"AL359220.1","Upregulated"
8.97161542180612e-10,-2.13442214343998,0.117,0.407,3.00890038016534e-05,"HMGB3","Downregulated"
9.04424293098777e-10,1.2658577346911,0.108,0.022,3.03325819419468e-05,"EBF1","Upregulated"
9.15399854876593e-10,4.88105223279122,0.042,0.004,3.07006803328512e-05,"HYAL1","Upregulated"
9.21904712575039e-10,3.0138190716069,0.108,0.023,3.09188402503417e-05,"ATOH8","Upregulated"
9.41518969765658e-10,-1.44112978826304,0.2,0.476,3.15766632080006e-05,"MRPL9","Downregulated"
9.47931715397401e-10,2.40550667276786,0.142,0.036,3.1791733870998e-05,"DPYSL3","Upregulated"
9.48658526631324e-10,4.90283033753338,0.058,0.007,3.18161096661613e-05,"CAPN11","Upregulated"
1.02122300055899e-09,3.24414049404955,0.217,0.076,3.42497769927474e-05,"ITGA2","Upregulated"
1.030674455289e-09,4.1836155083042,0.125,0.03,3.45667598814826e-05,"ASB9","Upregulated"
1.05080749764485e-09,2.47377613119058,0.075,0.012,3.5241981856013e-05,"IL18R1","Upregulated"
1.06534606048856e-09,-0.920845281086121,0.592,0.756,3.57295761766652e-05,"ATP5MC2","Downregulated"
1.08398657173806e-09,-1.26053340942141,0.217,0.528,3.63547416429512e-05,"UQCRC1","Downregulated"
1.08539989843472e-09,2.37869035827397,0.05,0.006,3.64021417937038e-05,"AKAP2","Upregulated"
1.08679611581102e-09,-3.55529281682669,0.017,0.271,3.64489681320701e-05,"RCAN3","Downregulated"
1.08799157742948e-09,-3.19068019668034,0.042,0.304,3.64890615238299e-05,"EPS8L2","Downregulated"
1.08874641130131e-09,-3.61529417178617,0.017,0.27,3.65143771422233e-05,"EGLN3","Downregulated"
1.10315920627519e-09,1.33969980380053,0.292,0.115,3.69977534600574e-05,"ELMO1","Upregulated"
1.10721439688228e-09,-1.72443543274441,0.183,0.476,3.7133756442638e-05,"TMEM9","Downregulated"
1.15587528693138e-09,-3.5313266111459,0.067,0.338,3.87657453731047e-05,"HLA-DMA","Downregulated"
1.18733364527921e-09,-2.22226176746059,0.142,0.424,3.9820795795374e-05,"TBCC","Downregulated"
1.22516559443098e-09,2.35698323528195,0.383,0.204,4.10896037060262e-05,"SORBS2","Upregulated"
1.25340372173026e-09,-4.03255515261798,0.033,0.285,4.20366540193895e-05,"MLPH","Downregulated"
1.26619765333057e-09,-4.08419896333069,0.033,0.285,4.24657368974008e-05,"TMEM98","Downregulated"
1.28154990423936e-09,3.51308223803354,0.15,0.041,4.29806206883797e-05,"HRH1","Upregulated"
1.29475574363308e-09,-1.78490345147519,0.25,0.547,4.34235181299662e-05,"STMN1","Downregulated"
1.3415692354154e-09,-2.43783750841751,0.092,0.365,4.49935490173615e-05,"C8orf82","Downregulated"
1.36967131731684e-09,1.4259687432557,0.658,0.574,4.59360366401722e-05,"PTTG1IP","Upregulated"
1.41462330815401e-09,-3.47361262192657,0.008,0.255,4.74436365088691e-05,"RASEF","Downregulated"
1.41627527452589e-09,-4.64694960346877,0.017,0.262,4.74990401570493e-05,"PLBD1","Downregulated"
1.42063364015243e-09,-2.00773582539874,0.217,0.512,4.76452110234322e-05,"EIF4EBP1","Downregulated"
