"Gene"
"GALNT3"
"PLXDC2"
"TOM1L1"
"RAB9A"
"CALM2"
"IRX5"
"TACSTD2"
"TCEA3"
"TPD52"
"CGN"
"MAPK13"
"SPECC1"
"FASN"
"SF3B5"
"NME1"
"SYNGR1"
"NT5C"
"PKP3"
"GGCT"
"DSG2"
"EHF"
"TMED3"
"SQLE"
"ESRP1"
"KRT7"
"COX8A"
"STARD10"
"ENSA"
"LAD1"
"ANK3"
"FKBP8"
"VEGFB"
"KIAA1324"
"MRPS6"
"IRS2"
"IDH2"
"TOMM7"
"NDUFA3"
"SNRPE"
"FAM102A"
"MDK"
"PCBD1"
"DSP"
"RPL18A"
"COX7A2L"
"RPL19"
"CREB3L4"
"CENPX"
"PITX1"
"AZGP1"
"TALDO1"
"BSPRY"
"SCPEP1"
"TMC4"
"ZFAS1"
"RPS14"
"CCT5"
"BEX2"
"RPS10"
"RPSA"
"FAM162A"
"TUFT1"
"PLPP2"
"NINJ1"
"TNNT1"
"SORL1"
"SYAP1"
"HSPA2"
"HDHD3"
"PARD3"
"CLMN"
"TOMM20"
"GPX4"
"PERP"
"SELENBP1"
"C6orf132"
"EFNA4"
"VPS72"
"S100A4"
"HOXB2"
"DMKN"
"STXBP2"
"MIEN1"
"CEBPA"
"TTYH1"
"MAP9"
"AKR7A2"
"PFN2"
"TOB1"
"LLGL2"
"PACSIN3"
"NOTCH2"
"SLC9A3R1"
"HMGN2"
"MID1IP1"
"QPRT"
"SNRNP25"
"ASAH1"
"SRP68"
"RPL38"
"NMRAL1"
"RAC3"
"GATA3"
"ANAPC11"
"P2RX4"
"OLFM2"
"CADM1"
"IMPA2"
"KRTCAP3"
"IAH1"
"ACAT2"
"FAM241B"
"GRB7"
"SLC25A33"
"QDPR"
"SLC35B2"
"TMEM159"
"CTSV"
"DNASE2"
"RPL37"
"CYB5R2"
"RUNX1"
"DHCR7"
"A1BG"
"PRKCD"
"CDH1"
"HSPE1"
"PHLDA2"
"MRPS35"
"EPN3"
"PPP1R9A"
"DCXR"
"TGIF1"
"RPL7"
"TWISTNB"
"POR"
"ABHD12"
"COA6"
"TMEM254"
"FAM84B"
"ISOC1"
"ATP6V1H"
"RPA3"
"THEM6"
"SRGAP3"
"NPC2"
"IRX2"
"GDE1"
"AL121944.1"
"C5orf38"
"SFT2D1"
"GPNMB"
"ECHS1"
"ERBB2"
"TYMP"
"FOXA1"
"SLC25A10"
"DPCD"
"POLD2"
"TKT"
"NSUN5"
"POLDIP2"
"ASCL2"
"ZNF331"
"TXN"
"ARHGEF35"
"DUSP2"
"SOD1"
"PPP1R1B"
"WDR45B"
"JPT2"
"RPL39L"
"CD9"
"RASSF7"
"MTX1"
"TMEM125"
"SYNE4"
"FAM83H"
"HMGA1"
"C1orf122"
"BICDL2"
"GINS2"
"ATIC"
"PRR15L"
"FOXP4"
"LRRC59"
"MDH2"
"PRDX2"
"ETFB"
"MAP7"
"ROGDI"
"LYPD3"
"CERS2"
"RAB34"
"MOK"
"TLCD1"
"C19orf48"
"PRAME"
"SEZ6L2"
"CRIP1"
"LENG1"
"SPDEF"
"SUB1"
"HMGB3"
"MRPL9"
"ATP5MC2"
"UQCRC1"
"RCAN3"
"EPS8L2"
"EGLN3"
"TMEM9"
"HLA-DMA"
"TBCC"
"MLPH"
"TMEM98"
"STMN1"
"C8orf82"
"RASEF"
"PLBD1"
"EIF4EBP1"
"S100A9"
"FADS2"
"GLI4"
"TSEN34"
"VASN"
"LRRC26"
"TMEM238"
"ADK"
"TMEM258"
"PCAT6"
"WDR34"
"PRKCZ"
"NCBP2-AS2"
"PRDX4"
"RAB8A"
"EIF3E"
"SNX8"
"NUDT1"
"TFAP2C"
"PAK1"
"LINC00623"
"S100P"
"SPINT1-AS1"
"CBX1"
"GPT2"
"MYH14"
"CDC42SE1"
"PYCR1"
"TPI1"
"PHB"
"SUMO3"
"FABP5"
"EIF4A3"
"MCCC1"
"ATP6V0E2"
"HSPD1"
"MRPS18A"
"FDFT1"
"CCT3"
"NR4A3"
"IRF6"
"HAX1"
"PHLDA3"
"HIGD1A"
"BCAS2"
"AR"
"GCHFR"
"CDK16"
"COL9A3"
"RAB11FIP4"
"AC027644.3"
"C3"
"SGPL1"
"COL1A1"
"LSM4"
"UNC93B1"
"DSC2"
"APOO"
"HIST3H2A"
"CACYBP"
"TM7SF2"
"BRIX1"
"CENPV"
"GOLPH3L"
"SCNM1"
"POLR3K"
"TJP3"
"RUVBL2"
"ATP6V0B"
"JTB"
"PRRG4"
"PRR7"
"PRSS22"
"HSPB1"
"NAT14"
"TFPT"
"ZNF622"
"PLEKHJ1"
"GRK6"
"HNMT"
"NIPSNAP1"
"CYCS"
"CNOT3"
"WDR74"
"UQCRH"
"ELOF1"
"C17orf58"
"NDUFS5"
"NDUFB4"
"IQCG"
"WHRN"
"TMEM183A"
"KLF5"
"POP7"
"FLAD1"
"RBM8A"
"CLTA"
"RAB18"
"DBNDD1"
"PTP4A1"
"AVPI1"
"ZNF581"
"BRI3BP"
"RBBP7"
"MAPKAPK3"
"PSMB4"
"MRPL27"
"COPS3"
"B9D1"
"APOE"
"TMEM68"
"PLIN3"
"RNF139"
"MFSD3"
"RPL27"
"FBP1"
"CERS6"
"ARL4C"
"FAH"
"RPL32"
"CFD"
"LMTK3"
"RPL28"
"GPC1"
"LLPH"
"PSMC4"
"CCDC167"
"GCSH"
"ATP5MC3"
"SLC38A1"
"TFF3"
"TRAPPC6A"
"PCYT2"
"TRAP1"
"MEA1"
"NAA50"
"AQP3"
"C12orf75"
"RETREG1"
"ZFPM1"
"RPL35"
"FAM110C"
"PHKG2"
"MIF4GD"
"UXT"
"IGSF8"
"TOMM5"
"FAM136A"
"MRPL58"
"METTL2A"
"MACC1"
"P4HTM"
"ANKRD16"
"PLEKHG3"
"TP53I13"
"AKAP1"
"SH2D3A"
"SERPINA1"
"DDX27"
"ERGIC2"
"ITGB2"
"TEX2"
"RAB20"
"PRLR"
"CD47"
"MAGEF1"
"MUT"
"NDUFS6"
"BLOC1S4"
"KLK6"
"DLG3"
"COPE"
"MPP7"
"ALDH7A1"
"SLC25A4"
"SRP9"
"FAM173A"
"ACP1"
"RAD1"
"TMEM63A"
"PYCR3"
"FNTA"
"NACA"
"IRAK1"
"ALDH3A2"
"HAGHL"
"HIST2H2BE"
"NUDT16L1"
"MYL6B"
"LSM3"
"WFDC2"
"CTSS"
"TRPM2"
"KLC3"
"TUBB2A"
"RPS21"
"PDHX"
"EFS"
"ALDOA"
"AMZ2"
"PSENEN"
"AKR1A1"
"GTPBP4"
"CHDH"
"TINCR"
"NCBP2"
"ZDHHC4"
"MRPS23"
"CEBPB"
"NOL11"
"CD163L1"
"EPHB3"
"DLG5"
"ELF5"
"MIS18A"
"RRAGD"
"HIST1H2BC"
"GRTP1"
"TMEM256"
"ARRB2"
"MRPL51"
"FHIT"
"AIFM1"
"DNAH14"
"TNFSF13B"
"FAM13A"
"C2CD4D"
"LRRC73"
"B4GALT1"
"MBP"
"HINT2"
"GNPDA1"
"COBL"
"CEP95"
"COX6C"
"CD14"
"C15orf48"
"PARD6B"
"ALYREF"
"FH"
"HSP90AB1"
"VDAC1"
"NUCKS1"
"CCDC107"
"DERL2"
"MTCH2"
"TMEM79"
"KLHDC3"
"C9orf116"
"TCTN1"
"GPN1"
"CYB561"
"C1orf56"
"RPP38"
"CSTB"
"ATP6V1C1"
"SEPHS1"
"SNAP47"
"BYSL"
"IQANK1"
"CHMP4B"
"CASZ1"
"TRAF4"
"SLC5A3"
"NFIX"
"SDHA"
"ARL8A"
"MRPL13"
"SORD"
"PIP5K1A"
"PDZK1IP1"
"VDAC2"
"COX20"
"IL18"
"PNO1"
"SLC50A1"
"F12"
"CKS2"
"PRR13"
"IRF2BP2"
"DAP3"
"CHMP2B"
"CHI3L1"
"SEC23B"
"UBB"
"FRAT2"
"PITPNA-AS1"
"PTGES3"
"CMBL"
"CD68"
"ITPA"
"CAMSAP3"
"PRDX6"
"UBE2S"
"LAGE3"
"RPS20"
"GDI2"
"PTPRS"
"LHPP"
"SAC3D1"
"STAP2"
"NR4A2"
"FAM207A"
"PLEKHA5"
"SNX27"
"NPM1"
"VLDLR"
"TCEA1"
"AHCY"
"MB"
"ANKRD39"
"SPTSSA"
"SYK"
"ATP5PO"
"HIST1H4H"
"MRPS26"
"RAP1GAP"
"UBXN2B"
"AC008771.1"
"KCNN4"
"GRINA"
"RIPK2"
"BDH1"
"CALML5"
"SLC25A6"
"MRPL46"
"HOOK1"
"GRHL1"
"DCTN3"
"RPLP1"
"MVK"
"TMEM251"
"TBL1X"
"TIMM29"
"ARHGAP30"
"CCSAP"
"OVOL1"
"PSMD4"
"EFNA3"
"PSMD3"
"MRPL55"
"CELF2"
"GLIPR1"
"KRTCAP2"
"DNAJC30"
"UBL4A"
"SNAPIN"
"HOXB3"
"TIMM17B"
"TMEM176B"
"RPS2"
"ATP2C2"
"YIPF2"
"SF3B4"
"GGH"
"PATJ"
"DST"
"NECTIN1"
"PROM2"
"RGS1"
"WWC1"
"GRHL2"
"CHCHD6"
"C8orf59"
"HDGF"
"SHROOM3"
"GLA"
"NELFE"
"H3F3A"
"SEMA3C"
"SLC39A6"
"UFC1"
"FXR1"
"CCDC34"
"HOXC10"
"SUPT4H1"
"EFNA5"
"TNFRSF21"
"AL589182.1"
"ENPP5"
"PDE7A"
"SMIM19"
"MPC2"
"SRD5A3"
"PPAN"
"SNHG25"
"C19orf24"
"RPS15"
"ISG20L2"
"PRR36"
"FAIM"
"NPW"
"PARL"
"NLN"
"EYA2"
"MED30"
"PLXNA3"
"UBA2"
"CCDC125"
"ADGRV1"
"PTER"
"RPL15"
"RNF167"
"LPAR2"
"PSAT1"
"DNALI1"
"LDOC1"
"HADH"
"FAAH"
"NEO1"
"SMARCC1"
"HMOX1"
"ZNF511"
"PUSL1"
"ENO1"
"LRWD1"
"MITF"
"ADPGK"
"RHPN2"
"NIT2"
"POLR2I"
"HOMER2"
"SHANK2"
"MRPL23"
"DMAC1"
"CUTA"
"DIP2C"
"UQCRFS1"
"HIST1H2AE"
"CCNQ"
"DDX49"
"C6orf226"
"FAT1"
"DTNB"
"ARFIP2"
"MFF"
"PDHA1"
"C20orf27"
"DNAJC9"
"PRELID3B"
"SCNN1A"
"RNF43"
"STAM"
"GM2A"
"RAB5IF"
"HIST1H2BG"
"AATF"
"NDUFA4"
"USP36"
"NDUFAF8"
"CHI3L2"
"NADK2"
"TCOF1"
"ENTPD2"
"NDUFA13"
"DUSP8"
"LCMT1"
"ADGRE5"
"ATPAF1"
"CENPM"
"ALDH1A3"
"RPS27A"
"TYROBP"
"MLF1"
"CLNS1A"
"TSR2"
"CKS1B"
"CRABP1"
"GFPT1"
"NCS1"
"USP14"
"EMC6"
"CNPY3"
"ZC3H12A"
"AGR3"
"EXOSC7"
"SFXN4"
"PRIM2"
"PUF60"
"ATP5MPL"
"RASGEF1B"
"NUPR2"
"LRP3"
"PHF19"
"ZNF714"
"TMEM161A"
"HIST1H2BJ"
"ZNF165"
"GAMT"
"WAC-AS1"
"C8orf76"
"URI1"
"SLC6A8"
"NR2C2AP"
"UBE2T"
"BPHL"
"PCMT1"
"COL9A2"
"PRPF31"
"YDJC"
"MAD2L1BP"
"CDS1"
"BASP1"
"NSA2"
"C11orf24"
"CADM4"
"RPL37A"
"ODC1"
"ISCA2"
"MRPL15"
"PMM1"
"HIST1H2AC"
"RFC2"
"BPNT1"
"RPS15A"
"AC010642.2"
"ECI1"
"TDRKH"
"SLC22A18"
"RHOD"
"TTC39A"
"PIGM"
"ARL6IP5"
"LAMP2"
"PPME1"
"MINCR"
"NOL3"
"CHCHD1"
"STK17B"
"BABAM1"
"ARSD"
"ZNF706"
"IL17RC"
"LINC00511"
"HIBADH"
"CYB5R1"
"SUSD4"
"FAM104B"
"COX7B"
"TTLL4"
"ACSF2"
"SAPCD2"
"SLC11A2"
"GRB2"
"PSAP"
"KDELR3"
"ARL3"
"TCTEX1D2"
"SLC39A11"
"ENAH"
"MRPL3"
"PLTP"
"GAPDH"
"MAGIX"
"PGD"
"HDAC11"
"MRPS16"
"PRCC"
"NDUFAF6"
"SHMT2"
"TP53RK"
"CIB1"
"B4GALT4"
"FUCA1"
"XBP1"
"NDRG2"
"MRPL24"
"CHMP4C"
"C3orf14"
"PRDX5"
"TNF"
"DPY30"
"PRPF18"
"OGFOD3"
"MCM4"
"PCBP4"
"CORO1A"
"ZNF579"
"EIF5A"
"HSPA6"
"SPTBN2"
"RPL26"
"PICK1"
"ZBTB42"
"NUDT8"
"CD83"
"TESMIN"
"PHLDB3"
"FARSA"
"ATAD2"
"AMD1"
"METRN"
"RSL1D1"
"MRPS34"
"FUNDC1"
"KCNS3"
"ASNA1"
"TPRN"
"CHTOP"
"ERRFI1"
"SREBF1"
"ZNF552"
"NDUFV2"
"NFYB"
"AACS"
"CCDC57"
"DTNA"
"CANT1"
"DENND2D"
"PWWP2B"
"AC139530.1"
"PTGES2"
"GSTA4"
"SYNGR2"
"SSBP2"
"ZNF766"
"CUEDC1"
"FAHD2A"
"CENPW"
"NDUFB1"
"DALRD3"
"TSPAN1"
"UQCRC2"
"COA4"
"C17orf75"
"ANG"
"CCNB1"
"CETN2"
"HOXC9"
"ADCK2"
"BMPR1B"
"WDYHV1"
"ECHDC2"
"NOC2L"
"ARL8B"
"C1orf35"
"ACBD6"
"CAT"
"UBE2M"
"TMPRSS13"
"PNPLA4"
"RANGAP1"
"AC092803.2"
"PPP1R14B"
"ORC4"
"SIRT7"
"RPS29"
"OGFRL1"
"HPN"
"LRRCC1"
"NAPA"
"UROS"
"RPLP0"
"THEM4"
"TEAD3"
"C1orf43"
"CYC1"
"NANS"
"PGAM5"
"HDHD5"
