"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","category","neglog10p","neglog10p_plot"
0.0415439983355452,-0.0260606515261186,0.57,0.454,1,"AKR1B1","Not significant",1.38149170781295,1.38149170781295
0.0415753957979756,0.887063105423203,0.118,0.068,1,"ESCO1","Not significant",1.38116360760313,1.38116360760313
0.0415781706320777,0.0520716648630366,0.3,0.209,1,"OXA1L","Not significant",1.38113462279367,1.38113462279367
0.0415889359585607,0.0434055640407391,0.603,0.478,1,"UQCRH","Not significant",1.38102219079729,1.38102219079729
0.0416533094475815,0.140422135979565,0.174,0.112,1,"SDHA","Not significant",1.38035048722901,1.38035048722901
0.0417333604750527,0.0865582396478201,0.269,0.185,1,"ODF3B","Not significant",1.37951664339729,1.37951664339729
0.0418952737686624,-1.5969072032179,0.091,0.133,1,"KIAA0319L","Not significant",1.37783496729533,1.37783496729533
0.041949249229441,-0.31854017110317,0.275,0.193,1,"PAXX","Not significant",1.37727580738424,1.37727580738424
0.041976538522689,0.121679295290965,0.293,0.217,1,"SRI","Not significant",1.37699337715134,1.37699337715134
0.042105490981681,0.0835218301069556,0.198,0.133,1,"LRMDA","Not significant",1.37566126408018,1.37566126408018
0.0421450738769049,0.673631278219424,0.126,0.076,1,"PTPMT1","Not significant",1.37525318054348,1.37525318054348
0.0423064814995512,0.654922114518552,0.147,0.092,1,"B4GALT5","Not significant",1.37359309210832,1.37359309210832
0.0423069282674533,0.249336922728765,0.289,0.205,1,"TXNL4A","Not significant",1.37358850586519,1.37358850586519
0.0423445525399218,0.486421239995638,0.283,0.209,1,"CCT7","Not significant",1.37320245201619,1.37320245201619
0.0423843617877675,0.126994141764595,0.372,0.273,1,"BANF1","Not significant",1.37279435194604,1.37279435194604
0.0427057045039436,-0.567891707051385,0.109,0.06,1,"NSMCE4A","Not significant",1.36951410930488,1.36951410930488
0.0428108869092192,-0.775897833004717,0.37,0.39,1,"SERINC1","Not significant",1.36844577483353,1.36844577483353
0.0428749189720207,0.252662632313625,0.469,0.361,1,"BLOC1S1","Not significant",1.36779668770807,1.36779668770807
0.0429002414462969,-0.0900405611802308,0.103,0.056,1,"CDK5","Not significant",1.36754026356121,1.36754026356121
0.0429191934780656,0.891567678768753,0.112,0.064,1,"MSH6","Not significant",1.36734844773397,1.36734844773397
0.0429675555230349,-1.53517218760087,0.097,0.141,1,"EXOC1","Not significant",1.36685935315936,1.36685935315936
0.0430015373242924,0.458549484571591,0.174,0.116,1,"CDK4","Not significant",1.36651601791989,1.36651601791989
0.0431617154427869,-0.842818137181328,0.314,0.353,1,"DMXL2","Not significant",1.36490130280907,1.36490130280907
0.0432339154548663,-0.448938225634304,0.248,0.169,1,"PIN1","Not significant",1.36417543105345,1.36417543105345
0.0432374014316864,-1.8252211073489,0.091,0.133,1,"KIFC3","Not significant",1.36414041503768,1.36414041503768
0.0432674368127756,0.172894709304444,0.103,0.056,1,"TP53I3","Not significant",1.36383883188793,1.36383883188793
0.0434977671914842,0.887960690895928,0.159,0.104,1,"RASSF3","Not significant",1.36153303548916,1.36153303548916
0.0436579059159256,0.397988514165369,0.24,0.173,1,"CXXC5","Not significant",1.35993709938659,1.35993709938659
0.0437293656186162,0.355247226114465,0.378,0.285,1,"EIF3I","Not significant",1.3592268229143,1.3592268229143
0.0437916429321041,0.0224333686555582,0.233,0.161,1,"TMED3","Not significant",1.35860876106587,1.35860876106587
0.0438077305504088,-0.786539830239726,0.211,0.257,1,"ZC3H13","Not significant",1.35844924476667,1.35844924476667
0.0438341734311974,-0.0934144284797496,0.254,0.181,1,"AOAH","Not significant",1.35818717840255,1.35818717840255
0.0438672402480148,0.877888390649758,0.126,0.076,1,"RBMX2","Not significant",1.35785968683415,1.35785968683415
0.0439203999265686,-0.0374521595931117,0.295,0.209,1,"MIEN1","Not significant",1.35733371397893,1.35733371397893
0.0439819860789197,-1.00358324414276,0.219,0.269,1,"VPS13C","Not significant",1.3567251632508,1.3567251632508
0.0440026280415382,0.388809386733086,0.153,0.096,1,"KBTBD8","Not significant",1.35652138465349,1.35652138465349
0.0440513389702799,-0.577614441742103,0.112,0.064,1,"POM121C","Not significant",1.35604088637642,1.35604088637642
0.0441179865159244,0.271485281379133,0.448,0.345,1,"EVI2B","Not significant",1.35538431638093,1.35538431638093
0.0442926111465221,0.201294250148607,0.178,0.116,1,"DYNC1LI1","Not significant",1.35366871634881,1.35366871634881
0.0443749509596275,0.300305397386937,0.672,0.578,1,"ISG15","Not significant",1.35286211389121,1.35286211389121
0.0445452522539586,0.0395343233529886,0.126,0.076,1,"SFR1","Not significant",1.35119857736865,1.35119857736865
0.0447178597579576,0.00863916417909483,0.298,0.217,1,"GSPT1","Not significant",1.34951899039784,1.34951899039784
0.044833290419581,0.182996665764748,0.525,0.41,1,"ACTR3","Not significant",1.34839938608119,1.34839938608119
0.0448522415538678,0.30991307397034,0.221,0.149,1,"CRYL1","Not significant",1.34821584759984,1.34821584759984
0.0448628796212051,0.117466739340391,0.333,0.245,1,"FOXP1","Not significant",1.34811285372536,1.34811285372536
0.0448688208883657,-1.3672590050149,0.101,0.145,1,"LINC01678","Not significant",1.34805534317931,1.34805534317931
0.0448748282684538,0.772221509480267,0.153,0.096,1,"HMGCS1","Not significant",1.34799720041263,1.34799720041263
0.0449078787115954,0.116156615237731,0.298,0.217,1,"FKBP4","Not significant",1.34767745897886,1.34767745897886
0.044933788040831,0.150364766489827,0.188,0.124,1,"LAGE3","Not significant",1.34742696765483,1.34742696765483
0.0449406110630032,0.654227625400366,0.157,0.104,1,"RIPK1","Not significant",1.34736102672138,1.34736102672138
0.0450465479642489,0.192407314803745,0.521,0.426,1,"PRDX6","Not significant",1.34633848454109,1.34633848454109
0.045067770417795,0.60087510859708,0.107,0.06,1,"PRKRA","Not significant",1.34613392671269,1.34613392671269
0.0451420694207492,0.295834923099201,0.411,0.321,1,"AHR","Not significant",1.34541853570106,1.34541853570106
0.0451426051605232,0.359645596523613,0.107,0.06,1,"ADA","Not significant",1.3454133815854,1.3454133815854
0.0452747711520911,1.30592708901208,0.109,0.064,1,"DCSTAMP","Not significant",1.34414373621291,1.34414373621291
0.0452824659005392,-0.355231537149469,0.149,0.092,1,"REST","Not significant",1.34406993124917,1.34406993124917
0.0452849354439108,0.286145177958907,0.234,0.165,1,"PTPN2","Not significant",1.34404624703071,1.34404624703071
0.0453133529688988,0.832079493492893,0.18,0.12,1,"ABCD4","Not significant",1.34377380094122,1.34377380094122
0.0453212036000556,0.944392423305711,0.101,0.056,1,"MRPS14","Not significant",1.34369856505044,1.34369856505044
0.0453545402759475,0.756342512896525,0.157,0.1,1,"KCNMB1","Not significant",1.34337923080694,1.34337923080694
0.0453895884273456,0.0188355901393509,0.223,0.157,1,"UBAC1","Not significant",1.34304375522902,1.34304375522902
0.0454603055602318,0.476505037412081,0.12,0.072,1,"PDE7A","Not significant",1.34236764950246,1.34236764950246
0.045571953651216,-0.568720943377378,0.14,0.189,1,"ITPRIPL2","Not significant",1.34130235298973,1.34130235298973
0.0457307552692099,-0.839626577767458,0.291,0.329,1,"MCOLN1","Not significant",1.33979162594183,1.33979162594183
0.0459083695175575,0.136436039898757,0.159,0.1,1,"UBE2Q2","Not significant",1.33810813137038,1.33810813137038
0.0459160552852982,0.50897637295772,0.267,0.193,1,"TCEAL4","Not significant",1.33803542987437,1.33803542987437
0.0459237888916002,0.788409159518809,0.163,0.108,1,"EBI3","Not significant",1.33796228814421,1.33796228814421
0.0459283663853625,0.912915101351983,0.105,0.06,1,"CFAP298","Not significant",1.33791900161974,1.33791900161974
0.0460208677990632,0.191267630248852,0.316,0.229,1,"ZFAND6","Not significant",1.33704519625427,1.33704519625427
0.0461675069928617,1.06923702933887,0.118,0.068,1,"SRSF8","Not significant",1.33566357635801,1.33566357635801
0.0462075258911066,0.0887911494552718,0.453,0.357,1,"UBE2L3","Not significant",1.33528728446994,1.33528728446994
0.0462348398026282,-1.65508599708698,0.153,0.201,1,"ABCC3","Not significant",1.33503064280334,1.33503064280334
0.0462501220084857,0.341682197074428,0.488,0.394,1,"FKBP8","Not significant",1.33488711724836,1.33488711724836
0.0463142029563325,0.381666452460085,0.314,0.241,1,"RNF114","Not significant",1.33428580553347,1.33428580553347
0.0463626029456943,-0.878641767476989,0.312,0.349,1,"TET2","Not significant",1.33383218933446,1.33383218933446
0.0464568949274993,0.5557158483148,0.318,0.241,1,"TMEM9B","Not significant",1.33294982081469,1.33294982081469
0.0465321363899572,0.0102376202156753,0.118,0.068,1,"PWP1","Not significant",1.33224700761996,1.33224700761996
0.0466800249158554,0.421665284157471,0.304,0.229,1,"HTRA1","Not significant",1.33086892081828,1.33086892081828
0.0466975472286448,0.297872012788613,0.318,0.233,1,"OAS1","Not significant",1.33070592999148,1.33070592999148
0.046812343583928,0.263279881014891,0.225,0.157,1,"DERL1","Not significant",1.32963961608063,1.32963961608063
0.046833172682994,0.926563812950364,0.149,0.096,1,"RAB22A","Not significant",1.32944642022253,1.32944642022253
0.0470698788784996,0.849814857381391,0.138,0.084,1,"PRKAG1","Not significant",1.32725691923041,1.32725691923041
0.0471199332052988,0.620338704011475,0.11,0.064,1,"HPGDS","Not significant",1.32679533385319,1.32679533385319
0.0472419806725621,0.0136459644099394,0.107,0.06,1,"UNC5B","Not significant",1.32567190239782,1.32567190239782
0.0472423267324172,0.405566051281746,0.269,0.193,1,"GCHFR","Not significant",1.32566872108889,1.32566872108889
0.0473113116057711,0.172030251384956,0.696,0.61,1,"TUBB4B","Not significant",1.32503501189113,1.32503501189113
0.0474164078602385,0.385654720193251,0.132,0.08,1,"RASA3","Not significant",1.32407135009565,1.32407135009565
0.0475042559200815,0.368643723474583,0.221,0.153,1,"VDAC3","Not significant",1.32326748006338,1.32326748006338
0.04757362870778,-0.861310541666593,0.149,0.092,1,"IFT20","Not significant",1.32263372123805,1.32263372123805
0.0478514767820186,0.290635155914797,0.126,0.076,1,"SDHAF2","Not significant",1.32010465457711,1.32010465457711
0.0479150739858514,0.0323258625654371,0.388,0.289,1,"FAM107B","Not significant",1.31952783691942,1.31952783691942
0.0479506963371363,0.450607754543383,0.136,0.084,1,"MTRF1L","Not significant",1.31920508164911,1.31920508164911
0.0481052850819359,-0.217257780486921,0.231,0.161,1,"BRMS1","Not significant",1.31780720728872,1.31780720728872
0.0481952705744516,0.492028840105641,0.159,0.104,1,"ZNF430","Not significant",1.31699557720084,1.31699557720084
0.0482296963135068,0.523232811693857,0.793,0.723,1,"IER2","Not significant",1.31668547267864,1.31668547267864
0.0482734862039389,0.389582354159686,0.233,0.165,1,"RRAGC","Not significant",1.316291336266,1.316291336266
0.0483149527109599,0.494066610824619,0.161,0.108,1,"EAPP","Not significant",1.31591844119716,1.31591844119716
0.0483716163388995,-0.0245146703850718,0.229,0.157,1,"DAP3","Not significant",1.31540940040694,1.31540940040694
0.0484968590317741,0.117576250774461,0.417,0.321,1,"ANKRD28","Not significant",1.31428638818828,1.31428638818828
0.0485252430549131,0.186451789628835,0.287,0.213,1,"NUMA1","Not significant",1.31403228062495,1.31403228062495
0.048649768058558,0.248987898988307,0.331,0.249,1,"UBL3","Not significant",1.31291922592242,1.31291922592242
0.0486679143076703,0.320935998221394,0.172,0.112,1,"HSF1","Not significant",1.31275726530527,1.31275726530527
0.0486909046008234,0.0603262339860766,0.55,0.446,1,"ACTR2","Not significant",1.3125521568672,1.3125521568672
0.048700383019402,0.233243712324853,0.262,0.185,1,"ITPA","Not significant",1.31246762312708,1.31246762312708
0.0487201044543986,0.23966585706894,0.233,0.165,1,"PPP6R1","Not significant",1.31229178926023,1.31229178926023
0.0487205977488836,0.53397098116627,0.207,0.149,1,"BCL2L1","Not significant",1.31228739202031,1.31228739202031
0.0487298988974209,0.427333945560622,0.328,0.245,1,"ECHS1","Not significant",1.31220448967222,1.31220448967222
0.0487766383422116,0.592783508875665,0.157,0.1,1,"PSPC1","Not significant",1.31178813431618,1.31178813431618
0.0487983519873116,0.105996734824032,0.622,0.53,1,"RGS2","Not significant",1.31159484469611,1.31159484469611
0.0488556197304012,0.317327825935414,0.494,0.398,1,"AMD1","Not significant",1.31108547334687,1.31108547334687
0.048933601368528,0.285522159319571,0.182,0.12,1,"AL450998.2","Not significant",1.31039282027271,1.31039282027271
0.0492980584678011,0.825889556953259,0.136,0.084,1,"CACNA2D4","Not significant",1.30717018444131,1.30717018444131
0.0494295703779529,0.310259996857112,0.188,0.129,1,"MRPL12","Not significant",1.30601316423668,1.30601316423668
0.0494805489505769,0.588122106509193,0.37,0.285,1,"ARRDC3","Not significant",1.30556549083589,1.30556549083589
0.0495366147796311,0.152787724744376,0.289,0.209,1,"NFKBIB","Not significant",1.30507367544012,1.30507367544012
0.0496467215606722,-0.71518178866081,0.328,0.361,1,"AP2A2","Not significant",1.30410942501591,1.30410942501591
0.0496910215945401,0.107979981694052,0.194,0.129,1,"SLC16A1","Not significant",1.30372207453016,1.30372207453016
0.0498131860233684,0.577916366837839,0.138,0.084,1,"MAP3K13","Not significant",1.30265568014841,1.30265568014841
0.0498478031957473,0.74940409785419,0.116,0.068,1,"ZNRF2","Not significant",1.30235397638918,1.30235397638918
0.0499326590201663,0.33943504147912,0.297,0.225,1,"RNF144B","Not significant",1.30161530622534,1.30161530622534
0.0499417418315072,0.0549343268953135,0.182,0.12,1,"OSM","Not significant",1.30153631471555,1.30153631471555
0.0499612071036767,0.539158005017225,0.3,0.229,1,"NDUFB5","Not significant",1.30136707726082,1.30136707726082
0.0499807689603868,-0.204190027290243,0.167,0.104,1,"UCHL3","Not significant",1.3011970664832,1.3011970664832
0.0500604160240903,0.1096144527861,0.382,0.293,1,"PNRC2","Not significant",1.30050554553451,1.30050554553451
0.0501366264523047,0.33025198344105,0.279,0.205,1,"NAGA","Not significant",1.29984489180658,1.29984489180658
0.0501912738020985,0.258247501779051,0.157,0.1,1,"ACBD6","Not significant",1.2993717822378,1.2993717822378
0.0502162772607007,0.391303678561658,0.155,0.1,1,"DDX52","Not significant",1.29915548646703,1.29915548646703
0.0503229218836467,0.347584120043255,0.793,0.707,1,"HSPD1","Not significant",1.29823415052971,1.29823415052971
0.0503365004482949,0.27235901098937,0.448,0.357,1,"PNPLA8","Not significant",1.29811698125538,1.29811698125538
0.0503672447030082,0.222280590250255,0.134,0.084,1,"SSRP1","Not significant",1.29785180620023,1.29785180620023
0.0503872021580291,0.62772606697753,0.182,0.124,1,"NCOA7","Not significant",1.29767975597373,1.29767975597373
0.0505537565799067,-0.380297679556473,0.116,0.068,1,"DESI2","Not significant",1.29624656705009,1.29624656705009
0.0506287712872569,-0.325361002696375,0.291,0.209,1,"NDUFA3","Not significant",1.29560261240458,1.29560261240458
0.0506570268925426,0.674269633949793,0.128,0.08,1,"NFYC","Not significant",1.29536030293973,1.29536030293973
0.0507261437825717,1.29495621987089,0.122,0.076,1,"RMND5A","Not significant",1.29476815163106,1.29476815163106
0.0508940709717879,-0.129081073876182,0.219,0.149,1,"COA6","Not significant",1.29333280890522,1.29333280890522
0.0509393727277872,-0.167535333808804,0.262,0.185,1,"DNAJB12","Not significant",1.29294640728245,1.29294640728245
0.0509495563644671,0.0994046313119599,0.116,0.068,1,"SUSD1","Not significant",1.29285959319441,1.29285959319441
0.0510081847988221,-1.27728371340899,0.14,0.185,1,"POLG2","Not significant",1.29236013120086,1.29236013120086
0.051061030238516,0.336909090462434,0.244,0.173,1,"COL4A3BP","Not significant",1.29191042685279,1.29191042685279
0.0511422777864471,0.0206246477862551,0.11,0.064,1,"LRRK1","Not significant",1.29121993317211,1.29121993317211
0.0512672735154775,-0.248887111913937,0.136,0.084,1,"SNAPIN","Not significant",1.29015977849619,1.29015977849619
0.0513509158388075,0.962003429125878,0.159,0.104,1,"NDUFA9","Not significant",1.28945180639594,1.28945180639594
0.0514491532084457,-0.689951197440493,0.516,0.53,1,"ABCA1","Not significant",1.2886217688107,1.2886217688107
0.0515209864329033,0.730752331169779,0.12,0.072,1,"SRGAP2B","Not significant",1.28801583046452,1.28801583046452
0.0515969229223307,-0.141455104733707,0.322,0.233,1,"COX17","Not significant",1.28737619755301,1.28737619755301
0.0517298846852139,0.689936945763107,0.132,0.08,1,"TBRG4","Not significant",1.28625848970673,1.28625848970673
0.0518189893469318,0.0732985371879689,0.143,0.092,1,"ST3GAL5","Not significant",1.28551106154184,1.28551106154184
0.0518568567121601,0.418945942910861,0.702,0.635,1,"HSPA5","Not significant",1.28519381139883,1.28519381139883
0.052026685071484,0.157609931966313,0.585,0.482,1,"SNX3","Not significant",1.28377384469835,1.28377384469835
0.0521996888902241,0.209857933041811,0.355,0.265,1,"STUB1","Not significant",1.28233208538206,1.28233208538206
0.052234343266456,-0.239209071222318,0.12,0.072,1,"MITD1","Not significant",1.28204386123495,1.28204386123495
0.0522963285812876,0.388173534279145,0.141,0.088,1,"TATDN1","Not significant",1.28152879933264,1.28152879933264
0.0525367922366382,0.207689488967137,0.112,0.064,1,"PIGBOS1","Not significant",1.27953644766065,1.27953644766065
0.0525434900221523,0.650919591664863,0.246,0.177,1,"PSMB5","Not significant",1.27948108406187,1.27948108406187
0.0525453750785934,0.48224371639648,0.11,0.064,1,"BST1","Not significant",1.27946550354133,1.27946550354133
0.052556964816089,0.324169548512083,0.337,0.249,1,"NR1H2","Not significant",1.27936972338902,1.27936972338902
0.052637488026028,0.179658875222858,0.436,0.341,1,"ATP5PO","Not significant",1.27870484436494,1.27870484436494
0.0526416690764887,-0.191656705806291,0.18,0.12,1,"PDLIM7","Not significant",1.27867034927219,1.27867034927219
0.052656657238125,-0.0811846786216504,0.105,0.06,1,"SLC25A32","Not significant",1.27854671433583,1.27854671433583
0.0527089512873333,1.05430324816115,0.109,0.064,1,"PANX1","Not significant",1.27811562454875,1.27811562454875
0.0527089574677257,0.756111186474304,0.109,0.064,1,"RPS6KB1","Not significant",1.27811557362552,1.27811557362552
0.0527170465715572,-0.0700039247508426,0.434,0.341,1,"LMAN2","Not significant",1.27804892871762,1.27804892871762
0.0527198706654733,0.300913926864846,0.145,0.092,1,"C12orf45","Not significant",1.27802566384159,1.27802566384159
0.052755688554217,0.0859427953215184,0.595,0.494,1,"FXYD5","Not significant",1.27773070428607,1.27773070428607
0.0528214342682492,0.0382411404538313,0.479,0.369,1,"EZR","Not significant",1.27718981050643,1.27718981050643
0.0528753496817377,-1.2128278049732,0.091,0.133,1,"NFATC3","Not significant",1.27674674747795,1.27674674747795
0.0528811846714248,0.436250249043349,0.386,0.293,1,"RPL36A","Not significant",1.27669882412568,1.27669882412568
0.0529148948060863,-0.28713061456988,0.238,0.165,1,"CIITA","Not significant",1.27642206290663,1.27642206290663
0.0530056865364149,-0.255604838417243,0.32,0.233,1,"WDR74","Not significant",1.27567753608019,1.27567753608019
0.0530118962558392,0.422907420649953,0.202,0.141,1,"TREM1","Not significant",1.27562666061572,1.27562666061572
0.0530349955696733,1.33090085733033,0.128,0.08,1,"CCSER2","Not significant",1.27543746309149,1.27543746309149
0.0530814434668842,-0.0556512034227885,0.101,0.056,1,"GART","Not significant",1.27505727568743,1.27505727568743
0.053147553168012,-1.20324189536511,0.221,0.265,1,"MPEG1","Not significant",1.27451672493356,1.27451672493356
0.053178741171046,0.394299069031837,0.184,0.124,1,"SMAP1","Not significant",1.27426194735306,1.27426194735306
0.0532338966834018,-0.471417818906111,0.172,0.112,1,"AC092803.2","Not significant",1.27381174261628,1.27381174261628
0.0533316971129631,0.643932988830452,0.174,0.12,1,"RRAGD","Not significant",1.27301459604583,1.27301459604583
0.0533386713178781,-0.125806452296869,0.157,0.1,1,"CPPED1","Not significant",1.27295780691575,1.27295780691575
0.0535960790121303,0.312422957943028,0.242,0.173,1,"ZNF511","Not significant",1.27086698130878,1.27086698130878
0.0536500455405574,-0.200726691608373,0.234,0.165,1,"KXD1","Not significant",1.2704299050493,1.2704299050493
0.0537139449496723,0.377279140221045,0.143,0.088,1,"DCTPP1","Not significant",1.26991295026911,1.26991295026911
0.0538877165239344,0.0262380177468517,0.25,0.177,1,"AIP","Not significant",1.26851021911442,1.26851021911442
0.0539058422843149,0.209809352926547,0.818,0.735,1,"RPL36","Not significant",1.26836416367522,1.26836416367522
0.0539607549831664,0.140141191093361,0.599,0.51,1,"LIMS1","Not significant",1.2679219825967,1.2679219825967
0.0539664615860121,0.102392094505257,0.411,0.317,1,"KIF5B","Not significant",1.26787605634737,1.26787605634737
0.0540129275651032,0.295415063635439,0.316,0.237,1,"PSMA5","Not significant",1.26750228280189,1.26750228280189
0.0541685544958977,0.397414839193563,0.165,0.108,1,"MEA1","Not significant",1.26625275353651,1.26625275353651
0.0543678261019092,0.564602569850559,0.221,0.153,1,"AIDA","Not significant",1.26465803192049,1.26465803192049
0.0544880058431056,0.229408338624112,0.382,0.297,1,"SELENOS","Not significant",1.2636990861532,1.2636990861532
0.0545263074961116,0.342105168785663,0.281,0.205,1,"IFI35","Not significant",1.26339391159909,1.26339391159909
0.0545385524846447,0.447380518431252,0.308,0.229,1,"TXNDC12","Not significant",1.26329639291206,1.26329639291206
0.0545971420667393,0.426621188177164,0.126,0.076,1,"ZNF581","Not significant",1.26283009020972,1.26283009020972
0.0547143122674868,-0.0560854219029985,0.219,0.149,1,"SPRED1","Not significant",1.26189905527973,1.26189905527973
0.0547600083734518,0.0600870856700124,0.264,0.193,1,"RNF166","Not significant",1.26153649412929,1.26153649412929
0.0547767797275534,0.166878987347757,0.331,0.249,1,"ABHD17A","Not significant",1.26140350307261,1.26140350307261
0.0548149666001928,-0.107795702907395,0.2,0.137,1,"BANP","Not significant",1.26110084617927,1.26110084617927
0.0548234065783021,-1.43740666042004,0.085,0.124,1,"ZMYND8","Not significant",1.26103398207282,1.26103398207282
0.0548946386848234,0.270999790507961,0.366,0.281,1,"IDI1","Not significant",1.26047006908898,1.26047006908898
0.0549376347040854,0.334690094724854,0.403,0.317,1,"CKS2","Not significant",1.26013004271445,1.26013004271445
0.0549675039955414,-0.047578132404094,0.116,0.068,1,"CCZ1","Not significant",1.2598939833467,1.2598939833467
0.0550745106299809,0.30539375916783,0.457,0.353,1,"IRAK1","Not significant",1.25904935312668,1.25904935312668
0.0551164735252706,0.25993823785167,0.174,0.116,1,"N4BP1","Not significant",1.25871857733972,1.25871857733972
0.0552085736441559,0.160829233204016,0.205,0.145,1,"ACAA2","Not significant",1.25799347304596,1.25799347304596
0.0553092654398823,0.449791574223899,0.345,0.265,1,"OCIAD1","Not significant",1.25720210933999,1.25720210933999
0.0553481827625497,0.503612781378628,0.223,0.161,1,"PPP2R2A","Not significant",1.25689663366788,1.25689663366788
0.0555516329328373,0.0219320615435277,0.105,0.06,1,"QTRT1","Not significant",1.25530317050714,1.25530317050714
0.0555574685879504,0.312579604049727,0.132,0.08,1,"ATPAF2","Not significant",1.25525755061135,1.25525755061135
0.0555700410516345,0.71704703711488,0.223,0.161,1,"SEC13","Not significant",1.25515928238519,1.25515928238519
0.0556629500559095,-0.534759695942185,0.583,0.582,1,"PKM","Not significant",1.25443378041212,1.25443378041212
0.0557160969858469,-0.0176939224330319,0.372,0.277,1,"KHDRBS1","Not significant",1.25401931430262,1.25401931430262
0.0557738720181446,-1.24547456797876,0.07,0.108,1,"SLC46A1","Not significant",1.25356920421309,1.25356920421309
0.0558357120144248,0.0724858185086061,0.795,0.755,1,"SOD2","Not significant",1.25308794138739,1.25308794138739
0.0559101485864915,0.428498337911193,0.647,0.59,1,"CXCL2","Not significant",1.25250935356126,1.25250935356126
0.0559796527410831,-0.192944286003459,0.289,0.205,1,"SLC6A6","Not significant",1.25196979992307,1.25196979992307
0.0559810509047201,0.0950964776457792,0.171,0.112,1,"OAS2","Not significant",1.25195895299674,1.25195895299674
0.0561852434873689,0.199061597153897,0.266,0.189,1,"RNASEH2C","Not significant",1.25037773271425,1.25037773271425
0.0562654450759411,0.233489825593753,0.285,0.209,1,"MRPL34","Not significant",1.24975824138507,1.24975824138507
0.0563007138782436,0.313305999489728,0.194,0.137,1,"DPH3","Not significant",1.24948609837394,1.24948609837394
0.05634951079273,0.524734018028856,0.14,0.088,1,"NEDD4L","Not significant",1.24910984999836,1.24910984999836
0.0564891282693242,-0.0916520615785839,0.238,0.173,1,"EPB41L4A-AS1","Not significant",1.24803512717097,1.24803512717097
0.0565842794652578,-0.795842329979599,0.234,0.277,1,"COPA","Not significant",1.24730420997439,1.24730420997439
0.0568069123533918,-0.0379233672983494,0.219,0.153,1,"GTPBP6","Not significant",1.24559881544596,1.24559881544596
0.0568682891930035,-0.882539469770264,0.184,0.12,1,"NAAA","Not significant",1.24512983672434,1.24512983672434
0.0568775703596929,0.204879509260338,0.341,0.261,1,"MDM2","Not significant",1.24505896364811,1.24505896364811
0.0569671632037363,1.13221313694382,0.159,0.108,1,"QDPR","Not significant",1.24437540658577,1.24437540658577
0.0569748323146209,-0.0768460832968068,0.217,0.149,1,"RLF","Not significant",1.24431694433876,1.24431694433876
0.0569933014346732,-0.0473903935449512,0.329,0.241,1,"XRCC5","Not significant",1.24417618504525,1.24417618504525
0.0570297961274751,0.0443256670185055,0.213,0.149,1,"TNFRSF10B","Not significant",1.24389818094638,1.24389818094638
0.0570489829548961,0.448726882728136,0.13,0.08,1,"C5orf15","Not significant",1.24375209359482,1.24375209359482
0.0570846435205289,0.260822511994005,0.388,0.301,1,"DDX39A","Not significant",1.24348070666254,1.24348070666254
0.0570911693316159,0.303428697290914,0.638,0.538,1,"COX7C","Not significant",1.24343106175654,1.24343106175654
0.0571015714839127,-0.867995137901712,0.182,0.229,1,"WASHC4","Not significant",1.24335193943541,1.24335193943541
0.0572254098787872,0.113922193472342,0.194,0.133,1,"COA4","Not significant",1.24241108799448,1.24241108799448
0.0572805938759707,0.0932434320934132,0.248,0.177,1,"NEMF","Not significant",1.24199248798163,1.24199248798163
0.0573424066957595,-1.11358335919123,0.275,0.317,1,"TPR","Not significant",1.2415240834029,1.2415240834029
0.0574589546564178,-0.751974032319221,0.38,0.414,1,"FOLR2","Not significant",1.24064227933744,1.24064227933744
0.0575252685158956,0.122774242493412,0.238,0.169,1,"USE1","Not significant",1.24014134545898,1.24014134545898
0.0575611416025689,-0.103493677629258,0.167,0.108,1,"RASSF1","Not significant",1.23987060134454,1.23987060134454
0.0575620766308661,0.105442093812572,0.366,0.277,1,"PSMA1","Not significant",1.2398635466837,1.2398635466837
0.0577271090614214,-0.11454428530353,0.269,0.193,1,"CMTM3","Not significant",1.23862019116081,1.23862019116081
0.0578668019478369,0.434407395251415,0.184,0.124,1,"MSRA","Not significant",1.23757051858316,1.23757051858316
0.0579319413781721,-0.00630057352037383,0.132,0.08,1,"RFX2","Not significant",1.23708191745813,1.23708191745813
0.0580178068894783,-0.176040005881788,0.105,0.06,1,"SLC39A6","Not significant",1.23643869183462,1.23643869183462
0.0581173594263182,-0.734514229501256,0.397,0.434,1,"RANBP2","Not significant",1.23569412618115,1.23569412618115
0.0581568880276799,-0.38388430702555,0.145,0.092,1,"GSTZ1","Not significant",1.23539884060441,1.23539884060441
0.0582693895187739,0.592313620107691,0.167,0.112,1,"PPP1R12C","Not significant",1.23455953193588,1.23455953193588
0.0583608245708113,-0.381699881863089,0.231,0.161,1,"ATP6V1E1","Not significant",1.23387858065755,1.23387858065755
0.058438738259402,0.00886631499891821,0.26,0.185,1,"NUDT4","Not significant",1.23329916941287,1.23329916941287
0.0588577518445295,0.271052714264202,0.151,0.096,1,"NSMCE1","Not significant",1.23019633041449,1.23019633041449
0.0589667000465264,-0.48224927967803,0.225,0.149,1,"RAC2","Not significant",1.22939317596452,1.22939317596452
0.0589762038449118,0.212493162423864,0.136,0.084,1,"EIF2B5","Not significant",1.22932318536621,1.22932318536621
0.0589991508266653,0.0356560827501786,0.19,0.129,1,"GLDN","Not significant",1.22915423910273,1.22915423910273
