"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","category","neglog10p","neglog10p_plot"
0.19744431688982,0.0569478964713852,0.109,0.076,1,"CCDC22","Not significant",0.704555362200476,0.704555362200476
0.197832522605599,0.802644533863366,0.116,0.084,1,"P2RY13","Not significant",0.703702311186269,0.703702311186269
0.198449106787046,-0.575814013650682,0.291,0.225,1,"FGR","Not significant",0.702350851497711,0.702350851497711
0.198539367766249,-0.114739510826392,0.345,0.285,1,"SUMO3","Not significant",0.702153365432561,0.702153365432561
0.198940683747264,-0.00613517342621672,0.217,0.169,1,"SAR1B","Not significant",0.701276393747497,0.701276393747497
0.198950748980481,0.313666591968247,0.136,0.1,1,"TUSC2","Not significant",0.701254421546608,0.701254421546608
0.199131104611047,0.178483260261973,0.145,0.108,1,"TAP2","Not significant",0.700860897150618,0.700860897150618
0.199175757981196,-0.111569248382763,0.167,0.129,1,"CNOT7","Not significant",0.700763521412681,0.700763521412681
0.199483346964214,0.766592900333539,0.112,0.08,1,"RASAL3","Not significant",0.700093353728714,0.700093353728714
0.199502682892516,0.148872339711432,0.552,0.482,1,"ZFAND2A","Not significant",0.700051259588358,0.700051259588358
0.199511269057631,0.729019508285502,0.126,0.092,1,"BPGM","Not significant",0.700032568892895,0.700032568892895
0.199535520042126,-0.0719254755862059,0.452,0.369,1,"PTTG1IP","Not significant",0.699979782758298,0.699979782758298
0.199635561263819,-0.225838741196471,0.525,0.442,1,"TCF25","Not significant",0.699762094887164,0.699762094887164
0.199733780710023,-1.07706792427142,0.209,0.233,1,"VPS37B","Not significant",0.699548477266187,0.699548477266187
0.199759964873172,-1.59535475009239,0.143,0.169,1,"ZNF358","Not significant",0.699491547025296,0.699491547025296
0.199818703208931,0.0107209707244458,0.233,0.185,1,"BCKDK","Not significant",0.699363863856409,0.699363863856409
0.199913550027376,-0.769522551084229,0.159,0.116,1,"TPMT","Not significant",0.699157768649849,0.699157768649849
0.200110188106648,0.108160457137983,0.512,0.438,1,"CAST","Not significant",0.698730799790266,0.698730799790266
0.20020220882219,-0.602274749532034,0.229,0.177,1,"SEPT6","Not significant",0.698531135278295,0.698531135278295
0.200382605158254,0.124550777133944,0.804,0.719,1,"AIF1","Not significant",0.698139981465819,0.698139981465819
0.200546732036312,0.0924163242700591,0.61,0.522,1,"VAPA","Not significant",0.69778441057169,0.69778441057169
0.20060360952371,0.171067231513742,0.103,0.072,1,"NBL1","Not significant",0.697661256848372,0.697661256848372
0.201318305977717,-0.378960954223778,0.636,0.602,1,"SON","Not significant",0.696116732693858,0.696116732693858
0.201339180944438,-0.704628681309136,0.328,0.337,1,"TSPAN4","Not significant",0.696071702447759,0.696071702447759
0.201532128954166,-0.162664456753698,0.13,0.092,1,"GNL2","Not significant",0.695655707263853,0.695655707263853
0.201840698971805,-0.232396890526725,0.547,0.466,1,"EIF4E","Not significant",0.694991258531543,0.694991258531543
0.201998610123095,-0.0421383311559378,0.163,0.12,1,"RIC8A","Not significant",0.694651618761036,0.694651618761036
0.20200556371354,0.277438844811906,0.335,0.273,1,"PHB","Not significant",0.694636668885981,0.694636668885981
0.202397481823435,-0.473731573138282,0.163,0.12,1,"CCNDBP1","Not significant",0.69379489517705,0.69379489517705
0.202487414940893,-0.280398332937389,0.109,0.08,1,"ANAPC15","Not significant",0.693601964012629,0.693601964012629
0.202567337767748,-0.389968276238639,0.39,0.398,1,"MT-ATP8","Not significant",0.693430579562011,0.693430579562011
0.202591395698936,0.350893719436021,0.107,0.076,1,"PHTF2","Not significant",0.693379003594814,0.693379003594814
0.202763286109054,-0.106153484066567,0.167,0.124,1,"SRPRA","Not significant",0.693010678942695,0.693010678942695
0.202858143247478,-0.493194257842188,0.134,0.096,1,"RING1","Not significant",0.692807553912527,0.692807553912527
0.203480337585857,-0.733591979013089,0.078,0.104,1,"AL118558.3","Not significant",0.691477550519977,0.691477550519977
0.203609410930812,0.360355798625628,0.13,0.096,1,"TBC1D2B","Not significant",0.691202152558925,0.691202152558925
0.203627649199256,-1.14501291476049,0.163,0.193,1,"TNRC6B","Not significant",0.69116325246792,0.69116325246792
0.203679407142142,-0.380692252355388,0.132,0.096,1,"GAB2","Not significant",0.69105287780703,0.69105287780703
0.203784791984114,0.11378731228455,0.657,0.602,1,"EMP3","Not significant",0.690828229573081,0.690828229573081
0.204016326672867,-0.531220224480106,0.186,0.141,1,"YIPF4","Not significant",0.690335076200525,0.690335076200525
0.20433860108222,-0.199900433579931,0.409,0.325,1,"SKIL","Not significant",0.689649584158255,0.689649584158255
0.204510085414488,0.0636072296163669,0.486,0.422,1,"GMFG","Not significant",0.689285269896947,0.689285269896947
0.204956116647857,-0.792211429142788,0.198,0.225,1,"NARS","Not significant",0.688339116201967,0.688339116201967
0.205268443928144,-0.211582066222211,0.134,0.096,1,"PPIL4","Not significant",0.687677809914528,0.687677809914528
0.205321831416524,-0.424260228129819,0.089,0.116,1,"KIF16B","Not significant",0.687564870601889,0.687564870601889
0.205332303246497,-0.156182290307161,0.151,0.112,1,"TBC1D15","Not significant",0.687542721267012,0.687542721267012
0.205364740742677,-0.189223996049814,0.277,0.221,1,"CLPTM1","Not significant",0.687474118749252,0.687474118749252
0.20546355532843,-0.439490231294204,0.605,0.578,1,"ABL2","Not significant",0.687265201152475,0.687265201152475
0.205540386677216,0.0561391107000522,0.151,0.112,1,"PQLC3","Not significant",0.687102830781813,0.687102830781813
0.20574508527632,0.166511355355835,0.533,0.454,1,"PPT1","Not significant",0.686670530175801,0.686670530175801
0.206690903220798,-0.28799306654876,0.194,0.225,1,"GBA","Not significant",0.684678636908981,0.684678636908981
0.20677832968836,-0.482638250533653,0.089,0.116,1,"MNT","Not significant",0.684494977134671,0.684494977134671
0.206969671439784,0.105763429333343,0.51,0.426,1,"UQCR10","Not significant",0.684093289767004,0.684093289767004
0.206991977799542,-0.109416386673877,0.556,0.466,1,"IRF1","Not significant",0.684046485774501,0.684046485774501
0.207242312343426,-0.219294645476422,0.537,0.53,1,"IQGAP1","Not significant",0.683521570638981,0.683521570638981
0.20757204955375,-0.221314750561537,0.202,0.157,1,"SEC63","Not significant",0.682831126458462,0.682831126458462
0.207595886795689,0.145120271890868,0.357,0.285,1,"PIK3R1","Not significant",0.682781255638762,0.682781255638762
0.207613115222816,0.831536911544071,0.13,0.096,1,"HERPUD2","Not significant",0.682745214942144,0.682745214942144
0.207962245164821,0.0585367980714895,0.709,0.639,1,"PPIA","Not significant",0.682015502560688,0.682015502560688
0.207980178044835,-1.11976565986439,0.076,0.1,1,"LSMEM1","Not significant",0.681978054344757,0.681978054344757
0.20831242243972,-1.3130679639262,0.095,0.12,1,"PHAX","Not significant",0.681284830694803,0.681284830694803
0.208913972304278,0.143667616825938,0.667,0.586,1,"UQCRB","Not significant",0.680032513146911,0.680032513146911
0.208985635945508,-0.758393592094201,0.477,0.482,1,"STX4","Not significant",0.679883562903216,0.679883562903216
0.209196128808996,-0.0916532738111278,0.196,0.153,1,"DAZAP1","Not significant",0.679446356384338,0.679446356384338
0.209261777673137,0.245061357895256,0.165,0.129,1,"MMD","Not significant",0.679310089681131,0.679310089681131
0.209297409836839,0.0665641320303324,0.326,0.269,1,"SLC39A1","Not significant",0.679236146245778,0.679236146245778
0.209353901018967,-0.0047433113815013,0.587,0.502,1,"RNH1","Not significant",0.679118942223304,0.679118942223304
0.209371920572201,-0.724297901321223,0.147,0.173,1,"NISCH","Not significant",0.679081563145458,0.679081563145458
0.209630398890821,0.261274796075132,0.126,0.092,1,"TERF1","Not significant",0.678545739277696,0.678545739277696
0.209931296954649,-0.245844163800046,0.19,0.145,1,"PBX3","Not significant",0.677922811148489,0.677922811148489
0.210170400738714,0.20506515551773,0.107,0.076,1,"FBXL12","Not significant",0.677428447684572,0.677428447684572
0.210437194730591,-0.766750058239895,0.256,0.273,1,"IL6R","Not significant",0.67687749627397,0.67687749627397
0.210646467519092,0.316167011533037,0.116,0.084,1,"DRG2","Not significant",0.676445819470099,0.676445819470099
0.210957093376753,-0.829952671458082,0.234,0.253,1,"UTRN","Not significant",0.675805866998911,0.675805866998911
0.211594165228392,0.112497406334105,0.293,0.233,1,"MAPK13","Not significant",0.674496312270359,0.674496312270359
0.211682921953995,-0.0131532755974781,0.517,0.418,1,"ATP5PF","Not significant",0.674314178354333,0.674314178354333
0.211691426860292,-0.0674290232849035,0.169,0.129,1,"TMEM243","Not significant",0.674296729806095,0.674296729806095
0.212327411653384,-0.0408618546031709,0.483,0.402,1,"NR4A3","Not significant",0.672993934419418,0.672993934419418
0.21248455852697,-1.17279753629845,0.081,0.104,1,"GIGYF2","Not significant",0.67267262509694,0.67267262509694
0.212659574767459,-0.957626483470007,0.079,0.104,1,"PKD1","Not significant",0.672315058870199,0.672315058870199
0.213090049571969,-0.327263325774913,0.246,0.277,1,"MX2","Not significant",0.671436829576651,0.671436829576651
0.213094825137998,-0.0435191676953885,0.275,0.221,1,"GTF2B","Not significant",0.671427096702036,0.671427096702036
0.213578142823254,-0.72320231930169,0.337,0.353,1,"THBD","Not significant",0.670443194232217,0.670443194232217
0.213594676399683,0.0379643762863233,0.2,0.157,1,"DGUOK","Not significant",0.670409575796354,0.670409575796354
0.213715022418486,-0.805987046103356,0.256,0.281,1,"ARID1B","Not significant",0.670164949412202,0.670164949412202
0.213823920491449,-0.295882747483918,0.721,0.695,1,"SFPQ","Not significant",0.669943711866548,0.669943711866548
0.214011846598721,0.511297207348882,0.176,0.137,1,"HSD17B14","Not significant",0.669562185669251,0.669562185669251
0.214042234642653,-0.911777498709694,0.163,0.189,1,"SIPA1L2","Not significant",0.669500523555065,0.669500523555065
0.214593856900653,-0.290208641616787,0.19,0.149,1,"YY1AP1","Not significant",0.668382714580387,0.668382714580387
0.214713149564333,0.1695077496741,0.234,0.185,1,"DENND4A","Not significant",0.668141357481056,0.668141357481056
0.214865751373079,-0.570016764648378,0.266,0.289,1,"FKBP15","Not significant",0.66783280356414,0.66783280356414
0.214908256526865,-0.490955889845366,0.312,0.249,1,"MAF1","Not significant",0.66774689909592,0.66774689909592
0.215077696678055,0.000925770062686571,0.568,0.482,1,"COX6C","Not significant",0.667404623140459,0.667404623140459
0.215100976068717,-0.161086709993688,0.13,0.096,1,"VTI1A","Not significant",0.667357618899864,0.667357618899864
0.215140088740061,-0.465463416151988,0.266,0.201,1,"NSD3","Not significant",0.667278656574911,0.667278656574911
0.215346673082208,0.499811429224563,0.132,0.096,1,"MAN2B2","Not significant",0.666861833319536,0.666861833319536
0.215709973749844,0.350699915715783,0.3,0.253,1,"EMP1","Not significant",0.666129774024107,0.666129774024107
0.215742344132789,0.044707050176622,0.504,0.418,1,"TMA7","Not significant",0.666064606782519,0.666064606782519
0.215791219278412,0.554393583752639,0.13,0.096,1,"CPNE3","Not significant",0.66596623109202,0.66596623109202
0.216071952270271,0.819696712939693,0.114,0.084,1,"EIF4EBP2","Not significant",0.665401604078384,0.665401604078384
0.216111433897671,-0.0520854048079231,0.126,0.092,1,"TMEM18","Not significant",0.665322255109806,0.665322255109806
0.216243974215782,-0.117954887960059,0.267,0.217,1,"TXNRD1","Not significant",0.665055985603247,0.665055985603247
0.216297583413431,-0.113047691689738,0.262,0.213,1,"SAP30BP","Not significant",0.664948332692552,0.664948332692552
0.21674566104742,0.265062866418921,0.194,0.153,1,"IDH3B","Not significant",0.664049587748057,0.664049587748057
0.216890660235412,-0.456369324975047,0.581,0.582,1,"GAA","Not significant",0.663759149210131,0.663759149210131
0.217140999231796,-1.58828836694208,0.141,0.165,1,"ERO1B","Not significant",0.66325816798252,0.66325816798252
0.217442448390846,-0.387311332717092,0.103,0.072,1,"TAF3","Not significant",0.662655670450399,0.662655670450399
0.217494978937835,0.200443526326485,0.184,0.145,1,"USP47","Not significant",0.662550764662272,0.662550764662272
0.217507929500618,-0.391518772266137,0.322,0.337,1,"CHD4","Not significant",0.66252490571813,0.66252490571813
0.217637738279221,0.103195984098361,0.419,0.353,1,"MRPS6","Not significant",0.662265795989611,0.662265795989611
0.217782612852744,0.07396661728416,0.488,0.414,1,"CIB1","Not significant",0.661976796038151,0.661976796038151
0.218239341743873,-1.14218702287281,0.157,0.181,1,"YIF1B","Not significant",0.661066956945878,0.661066956945878
0.218705610348569,-0.0336655918925182,0.442,0.378,1,"CMTM6","Not significant",0.660140076074512,0.660140076074512
0.218897729964933,-0.583829882517954,0.112,0.141,1,"FLCN","Not significant",0.659758742172658,0.659758742172658
0.219320396048015,-0.224830141250333,0.773,0.771,1,"CTSS","Not significant",0.658920978540371,0.658920978540371
0.219345748260665,-0.382959961603623,0.479,0.482,1,"SLC1A3","Not significant",0.658870779425563,0.658870779425563
0.21955426414264,-0.172521322022882,0.306,0.241,1,"EIF4EBP1","Not significant",0.658458123689929,0.658458123689929
0.21959589610791,-0.130237141944125,0.153,0.116,1,"KAT5","Not significant",0.658375780407479,0.658375780407479
0.219879964536552,-0.213135982561493,0.671,0.574,1,"VMP1","Not significant",0.657814341751699,0.657814341751699
0.220232309082246,0.117628433154501,0.297,0.241,1,"SH3KBP1","Not significant",0.657118967712902,0.657118967712902
0.220265553824329,0.0619457865578306,0.236,0.193,1,"MRAS","Not significant",0.657053414577316,0.657053414577316
0.22030744029436,0.360570442708233,0.161,0.124,1,"IMPAD1","Not significant",0.65697083546739,0.65697083546739
0.220449544262497,-0.22521801193548,0.2,0.153,1,"PLEKHA2","Not significant",0.656690794657968,0.656690794657968
0.220504336107559,0.143493722122946,0.26,0.205,1,"VMA21","Not significant",0.656582865928251,0.656582865928251
0.220707552809078,-0.697586699682003,0.264,0.209,1,"SAMD4B","Not significant",0.656182804639976,0.656182804639976
0.220763957098613,-0.143060476897976,0.19,0.145,1,"LSM14A","Not significant",0.656071829995931,0.656071829995931
0.220826317135818,-0.781656953446542,0.382,0.382,1,"HNMT","Not significant",0.655949170499969,0.655949170499969
0.221528060330843,0.174246149399885,0.51,0.438,1,"TPM4","Not significant",0.654571255106818,0.654571255106818
0.221858602184201,0.155440201591406,0.2,0.157,1,"GNL3","Not significant",0.653923727602356,0.653923727602356
0.22204919767051,-0.142705915314291,0.107,0.076,1,"TMEM150A","Not significant",0.653550791722008,0.653550791722008
0.22213792648654,0.114997787898067,0.203,0.161,1,"CH25H","Not significant",0.653377286306815,0.653377286306815
0.22222967738369,-0.155605608295949,0.45,0.365,1,"ARPC4","Not significant",0.653197944210042,0.653197944210042
0.222330060245856,0.148086456296924,0.225,0.177,1,"MCUB","Not significant",0.653001814330671,0.653001814330671
0.222338180370901,0.114693703243352,0.554,0.47,1,"NEU1","Not significant",0.652985952952783,0.652985952952783
0.222457691519866,-0.0718568139196285,0.171,0.129,1,"BCAP29","Not significant",0.652752573836426,0.652752573836426
0.222565134257026,0.176578782531213,0.107,0.076,1,"LRMP","Not significant",0.652542868688405,0.652542868688405
0.222695297871806,-0.0438658868341497,0.378,0.309,1,"PPP4C","Not significant",0.652288952835234,0.652288952835234
0.223498535247418,-0.660110345215931,0.209,0.161,1,"MGAT4B","Not significant",0.650725318778346,0.650725318778346
0.223595211451463,-0.234376345813907,0.264,0.209,1,"DARS","Not significant",0.650537501601691,0.650537501601691
0.223620136750544,-0.0698002012592474,0.167,0.129,1,"CHPT1","Not significant",0.650489091278094,0.650489091278094
0.223669844386222,-0.272651179973469,0.258,0.201,1,"HGS","Not significant",0.650392564403437,0.650392564403437
0.22398433925455,0.771282751863497,0.114,0.084,1,"TMEM65","Not significant",0.649782346010026,0.649782346010026
0.224050364826312,-0.127222177535783,0.116,0.084,1,"MAPK8","Not significant",0.649654344578765,0.649654344578765
0.224211196834029,-0.342783795020243,0.264,0.209,1,"BEX4","Not significant",0.649342703062133,0.649342703062133
0.22455839278665,0.599117415879598,0.256,0.213,1,"RNASEH2B","Not significant",0.648670708702737,0.648670708702737
0.224859632319944,-0.845774056556876,0.184,0.209,1,"ERICH1","Not significant",0.64808850380963,0.64808850380963
0.224938151300945,0.0879307704885899,0.601,0.51,1,"LAPTM4A","Not significant",0.647936878515947,0.647936878515947
0.225102588668689,-0.453670735863268,0.109,0.076,1,"ZNF277","Not significant",0.647619510605599,0.647619510605599
0.225111862592498,0.106258766393464,0.18,0.141,1,"STAC3","Not significant",0.647601618625788,0.647601618625788
0.225706979185405,-0.108088392852985,0.202,0.157,1,"B3GAT3","Not significant",0.646455011702711,0.646455011702711
0.225944525439988,0.189169357646864,0.184,0.145,1,"ATXN7L3B","Not significant",0.645998177014822,0.645998177014822
0.225976681739365,0.0233607743891384,0.2,0.157,1,"POLR2F","Not significant",0.645936372863216,0.645936372863216
0.226053754401362,-0.628989628824044,0.109,0.08,1,"NSMCE3","Not significant",0.645788275613743,0.645788275613743
0.226109890893309,0.106097704873602,0.271,0.213,1,"SRP72","Not significant",0.645680439572235,0.645680439572235
0.226211467065598,-0.177434034911407,0.169,0.129,1,"LRRC58","Not significant",0.64548538368516,0.64548538368516
0.226262382453543,0.0942681659218109,0.43,0.357,1,"CHMP2A","Not significant",0.645387644237255,0.645387644237255
0.226717309781153,-0.382686869585059,0.543,0.55,1,"FAM133B","Not significant",0.644515320387601,0.644515320387601
0.226903596453777,0.397990185331859,0.163,0.129,1,"KCMF1","Not significant",0.644158620432159,0.644158620432159
0.226950449566615,-0.0750161730874712,0.386,0.325,1,"DOK2","Not significant",0.644068952625443,0.644068952625443
0.227290606768321,0.44490597914757,0.105,0.076,1,"GRAMD1B","Not significant",0.643418511978415,0.643418511978415
0.227442945183909,0.119746301893223,0.837,0.767,1,"MYL6","Not significant",0.643127529553816,0.643127529553816
0.227455686821357,-0.0142168911661582,0.382,0.317,1,"B3GNT5","Not significant",0.643103200516769,0.643103200516769
0.227593738965087,-0.183486492404537,0.194,0.153,1,"ACSL4","Not significant",0.642839689422462,0.642839689422462
0.22780084388212,0.159211015715841,0.101,0.072,1,"AC106028.4","Not significant",0.642444671421672,0.642444671421672
0.227811800806906,0.0193200867822596,0.829,0.787,1,"DDX5","Not significant",0.642423782923384,0.642423782923384
0.227870669159915,-0.220985185999007,0.368,0.297,1,"XAF1","Not significant",0.642311572326322,0.642311572326322
0.228223417869986,0.12727919881155,0.267,0.221,1,"TRIM8","Not significant",0.64163979493133,0.64163979493133
0.228225504350149,-0.595426581946672,0.273,0.293,1,"CLCN7","Not significant",0.641635824511959,0.641635824511959
0.228563555348064,-0.299102091603689,0.12,0.088,1,"RASAL2","Not significant",0.640993017042376,0.640993017042376
0.228619636791999,-0.194448535353142,0.285,0.225,1,"PDCD5","Not significant",0.640886469548158,0.640886469548158
0.228770010259471,-0.128674418331462,0.202,0.157,1,"TAB2","Not significant",0.640600908342645,0.640600908342645
0.229307557718088,0.118101162181763,0.215,0.169,1,"CAMK1","Not significant",0.639581631178606,0.639581631178606
0.229379805940647,-0.0257123254051328,0.167,0.129,1,"FNTA","Not significant",0.639444819017948,0.639444819017948
0.229495725630698,-0.112946625936753,0.165,0.124,1,"DR1","Not significant",0.639225398807717,0.639225398807717
0.229734325269547,-0.369807191791298,0.136,0.1,1,"SLC17A5","Not significant",0.638774110763053,0.638774110763053
0.229799455455369,-1.21346462177952,0.227,0.241,1,"TM9SF3","Not significant",0.638651004773098,0.638651004773098
0.229856631498935,-0.47029814207724,0.172,0.201,1,"ATM","Not significant",0.63854296208183,0.63854296208183
0.229915308344721,-0.0630042051405949,0.548,0.482,1,"SOD1","Not significant",0.638432111339233,0.638432111339233
0.230039895871517,0.368906200694777,0.217,0.173,1,"MKRN1","Not significant",0.638196837659409,0.638196837659409
0.230205315306994,-0.911271712327945,0.205,0.225,1,"HELZ","Not significant",0.637884652983173,0.637884652983173
0.23034482352391,-0.925510004348762,0.161,0.189,1,"NCBP2-AS2","Not significant",0.637621543082506,0.637621543082506
0.230517058684456,-0.890563402709759,0.172,0.197,1,"SCAMP4","Not significant",0.637296930498195,0.637296930498195
0.231727970029605,-0.0505047273899233,0.227,0.181,1,"LPCAT2","Not significant",0.63502154283329,0.63502154283329
0.23196030863154,-0.105043927092691,0.174,0.137,1,"CMC1","Not significant",0.634586322078998,0.634586322078998
0.232340301587915,0.748814809643072,0.105,0.076,1,"LINC01503","Not significant",0.633875451245191,0.633875451245191
0.232357353438728,0.0987218802574077,0.149,0.112,1,"DLST","Not significant",0.633843578802378,0.633843578802378
0.23240178029463,0.14488831569815,0.128,0.096,1,"COQ7","Not significant",0.633760549391979,0.633760549391979
0.232814550770594,0.0161814784097623,0.207,0.161,1,"PIP4P1","Not significant",0.632989880027754,0.632989880027754
0.232844549872496,0.131487119192669,0.678,0.622,1,"MAP1LC3B","Not significant",0.632933923022218,0.632933923022218
0.233162619741682,-0.13132914261546,0.2,0.157,1,"TOPORS","Not significant",0.632341073729308,0.632341073729308
0.233238012615127,-0.834315262681705,0.153,0.181,1,"RBBP4","Not significant",0.632200667791041,0.632200667791041
0.233256464499896,-0.286411367098359,0.157,0.12,1,"DPEP2","Not significant",0.632166311321101,0.632166311321101
0.233466985132633,-0.186907218945001,0.196,0.149,1,"ARMCX3","Not significant",0.631774524898556,0.631774524898556
0.233867241804757,-0.677112342262637,0.233,0.253,1,"HSD17B4","Not significant",0.63103060632152,0.63103060632152
0.233978813625674,-1.29265199491039,0.081,0.104,1,"SHPRH","Not significant",0.63082346541901,0.63082346541901
0.234099086145617,-0.456102259829642,0.238,0.185,1,"SNAP23","Not significant",0.630600281658739,0.630600281658739
0.234360167495322,0.548409718415383,0.128,0.096,1,"METTL23","Not significant",0.630116200277645,0.630116200277645
0.234612454596109,-0.0592463436702807,0.587,0.49,1,"CDV3","Not significant",0.629648936726915,0.629648936726915
0.234632084338051,0.246239557630755,0.39,0.333,1,"FGD4","Not significant",0.629612601349924,0.629612601349924
0.234670096608758,-0.666539561492527,0.105,0.129,1,"VPS13D","Not significant",0.629542247875687,0.629542247875687
0.234783275141366,-0.00180332820946405,0.223,0.177,1,"TESK1","Not significant",0.629332843423225,0.629332843423225
0.235034216330924,-0.36829584267009,0.13,0.096,1,"TRIM33","Not significant",0.628868908443155,0.628868908443155
0.235061593505727,0.0610738878395443,0.24,0.193,1,"NSRP1","Not significant",0.628818324048606,0.628818324048606
0.235571867214249,-0.0803541368442777,0.198,0.153,1,"KRAS","Not significant",0.627876575697905,0.627876575697905
0.235818081805361,-1.38426870975517,0.14,0.161,1,"CCDC88B","Not significant",0.627422897598784,0.627422897598784
0.235818090108602,-0.189392362990296,0.159,0.12,1,"ZNF131","Not significant",0.627422882307117,0.627422882307117
0.235939884740624,-0.487281668637938,0.136,0.1,1,"TMEM41B","Not significant",0.627198637077114,0.627198637077114
0.236196397989662,-0.602761285317461,0.078,0.1,1,"WDR77","Not significant",0.626726729690928,0.626726729690928
0.236423926356908,0.0723643888701353,0.335,0.277,1,"HOMER3","Not significant",0.626308574495668,0.626308574495668
0.23655823010591,0.860740990763757,0.124,0.092,1,"USB1","Not significant",0.626061937797598,0.626061937797598
0.236668574438401,-0.657260725588138,0.203,0.225,1,"DPY30","Not significant",0.625859405163697,0.625859405163697
0.236807248250511,0.840813145301776,0.109,0.08,1,"LYRM4","Not significant",0.62560500876067,0.62560500876067
0.236821083328449,-0.357711719584111,0.107,0.076,1,"VPS37A","Not significant",0.625579636553788,0.625579636553788
0.236827064914288,-0.350799617952754,0.364,0.301,1,"PARVG","Not significant",0.625568667357635,0.625568667357635
0.237161651429895,-0.567138594807693,0.093,0.116,1,"MAN1A2","Not significant",0.624955534189809,0.624955534189809
0.237352502276544,-1.58636228644857,0.118,0.141,1,"TMC8","Not significant",0.624606185394254,0.624606185394254
0.237653659156568,-0.703281489813021,0.143,0.108,1,"TIAM1","Not significant",0.624055494479798,0.624055494479798
0.238122593819935,-0.301527658109594,0.176,0.137,1,"AP5Z1","Not significant",0.623199395414969,0.623199395414969
0.23816193923432,0.247928583079851,0.324,0.269,1,"ZBTB7A","Not significant",0.623127642102786,0.623127642102786
0.238550198375887,-0.185583845170851,0.353,0.293,1,"FNBP1","Not significant",0.62242021795009,0.62242021795009
0.238911367062866,0.0829537066179412,0.326,0.269,1,"DRAM2","Not significant",0.621763186645112,0.621763186645112
0.239220271813845,-0.171071144884118,0.382,0.313,1,"TUFM","Not significant",0.621202020486919,0.621202020486919
0.239648093830604,-0.352459618171694,0.19,0.149,1,"CD40","Not significant",0.620426021052091,0.620426021052091
0.240037639033143,-0.540726119054727,0.147,0.112,1,"BCL3","Not significant",0.619720653527006,0.619720653527006
0.240078684426243,-0.20946895351975,0.304,0.249,1,"SRSF4","Not significant",0.619646397406548,0.619646397406548
0.240162088481583,-0.116840360559878,0.118,0.088,1,"COPG1","Not significant",0.619495548401591,0.619495548401591
0.240187883235179,-0.298312581466449,0.68,0.635,1,"CTSC","Not significant",0.619448905246312,0.619448905246312
0.240584548592246,-0.172253323324453,0.221,0.177,1,"SLC38A10","Not significant",0.618732268420149,0.618732268420149
0.240753688420636,0.378689645460056,0.188,0.149,1,"TMX4","Not significant",0.618427050627276,0.618427050627276
0.240783263740995,0.421957718099771,0.18,0.145,1,"COMMD3","Not significant",0.61837370311826,0.61837370311826
0.240850181510806,-0.503883906803746,0.124,0.092,1,"BCL2L13","Not significant",0.618253022054086,0.618253022054086
0.240898238290905,-1.56715241274637,0.079,0.1,1,"MGA","Not significant",0.618166376022148,0.618166376022148
0.240970896773587,0.336509376394334,0.155,0.12,1,"COQ2","Not significant",0.618035406113369,0.618035406113369
0.241264998506211,-0.635038060031141,0.126,0.153,1,"EFR3A","Not significant",0.617505678746813,0.617505678746813
0.241299058292624,-0.056594770559006,0.105,0.076,1,"RNASEH1","Not significant",0.617444372990157,0.617444372990157
0.241377632118418,-0.825604868471131,0.078,0.1,1,"MCM3AP","Not significant",0.61730297739371,0.61730297739371
0.241430196423044,-1.79887533554361,0.083,0.104,1,"DCAF8","Not significant",0.617208412284428,0.617208412284428
0.241446141305937,-0.893630710477119,0.217,0.237,1,"CAT","Not significant",0.617179730926007,0.617179730926007
0.241533755146334,-0.0118344051294135,0.194,0.153,1,"CCND3","Not significant",0.617022166571384,0.617022166571384
0.241664854225244,-0.585159162919151,0.153,0.181,1,"GDI1","Not significant",0.616786505264229,0.616786505264229
0.241789323007414,0.254223851080719,0.151,0.116,1,"DYNC1LI2","Not significant",0.616562880734725,0.616562880734725
0.241837238998825,-0.585938082137243,0.11,0.08,1,"PKNOX1","Not significant",0.616476824044016,0.616476824044016
0.24194419815681,-0.00822333830171806,0.591,0.582,1,"SPI1","Not significant",0.616284787850432,0.616284787850432
0.242047980579543,0.222952042950697,0.537,0.47,1,"YWHAH","Not significant",0.616098536352238,0.616098536352238
0.242077343625224,0.0323232210006618,0.314,0.265,1,"EGR2","Not significant",0.616045854915884,0.616045854915884
0.242396827576896,-0.798645492421725,0.246,0.265,1,"KMT2C","Not significant",0.615473068395456,0.615473068395456
0.242524831446179,-0.287402432715223,0.14,0.104,1,"LENG1","Not significant",0.615243788575309,0.615243788575309
0.242751312326021,-0.214860387943873,0.616,0.602,1,"ATF4","Not significant",0.614838413595409,0.614838413595409
0.242772570354815,-0.755655846890778,0.128,0.092,1,"TRAF3","Not significant",0.614800383562546,0.614800383562546
0.242888788332321,-0.212273180247493,0.105,0.133,1,"ARHGAP5","Not significant",0.614592531624609,0.614592531624609
0.243031289808053,-0.302893441304514,0.116,0.084,1,"RARS","Not significant",0.614337808228183,0.614337808228183
0.243072421008301,0.599411462312962,0.103,0.076,1,"HAUS2","Not significant",0.614264313404149,0.614264313404149
0.243168726848142,-0.12603249375462,0.246,0.193,1,"LSM8","Not significant",0.614092279031702,0.614092279031702
0.243483459131802,-0.22320124037095,0.171,0.133,1,"FRAT2","Not significant",0.613530536920745,0.613530536920745
0.243528546891174,-0.291130654568076,0.302,0.237,1,"CELF1","Not significant",0.613450122619206,0.613450122619206
